"household_id","household_id2","ea_id","ea_id2","saq01","rural","pw_w3","adulteq","hh_size","no_conv","no_cons","food_cons_ann","nonfood_cons_ann","educ_cons_ann","total_cons_ann","price_index_hce","nom_totcons_aeq","cons_quint"
"01010300106136","010103010100106136","01010300106","010103010100106",1,2,1352.4267578125,2.85999989509583,3,0,0,16913,8184,0,25097,1.03400003910065,8775.1748046875,5
"01010301804004","010103088801804004","01010301804","010103088801804",1,1,3971.76220703125,2.65999984741211,3,0,0,2404.5924548367,710,20,3134.59252929688,1.03400003910065,1178.41833496094,1
"01010301804019","010103088801804019","01010301804","010103088801804",1,1,3971.76220703125,3.54999995231628,5,0,0,10850.0500488281,126,30,11006.0498046875,1.03400003910065,3100.29565429688,2
"01010301804034","010103088801804034","01010301804","010103088801804",1,1,3971.76220703125,3.38000011444092,4,0,0,3055.45986419474,1627,0,4682.4599609375,1.03400003910065,1385.34313964844,1
"01010301804049","010103088801804049","01010301804","010103088801804",1,1,3971.76220703125,1.59999990463257,2,0,0,5087.02490234375,366,58,5511.02490234375,1.03400003910065,3444.39086914063,2
"01010301804051","010103088801804051","01010301804","010103088801804",1,1,778.776794433594,2.34000015258789,3,0,0,10192,7504,0,17696,1.03400003910065,7562.392578125,4
"01010301804069","010103088801804069","01010301804","010103088801804",1,1,3971.76220703125,1.44000005722046,2,0,0,2166.51245117188,253,0,2419.51245117188,1.03400003910065,1680.21691894531,1
"01010301804085","010103088801804085","01010301804","010103088801804",1,1,3971.76220703125,4.69999980926514,6,0,0,18281.1199188232,1138,105,19524.119140625,1.03400003910065,4154.06787109375,2
"01010301804100","010103088801804100","01010301804","010103088801804",1,1,3971.76220703125,0.740000009536743,1,0,0,1393.07019042969,441,0,1834.07019042969,1.03400003910065,2478.47314453125,1
"01010301804115","010103088801804115","01010301804","010103088801804",1,1,3971.76220703125,3.1800000667572,4,0,0,8458.0498046875,386,108,8952.0498046875,1.03400003910065,2815.10986328125,1
"01010301804130","010103088801804130","01010301804","010103088801804",1,1,3971.76220703125,7.09999990463257,9,0,0,10272.8499145508,1304,168,11744.849609375,1.03400003910065,1654.20422363281,1
"01010301804145","010103088801804145","01010301804","010103088801804",1,1,3971.76220703125,5.79999971389771,7,0,0,8354.0498046875,2158,115,10627.0498046875,1.03400003910065,1832.25,1
"01010500204001","010105088800204001","01010500204","010105088800204",1,1,3921.96020507813,3.41000008583069,5,0,0,13693.333984375,2156,0,15849.333984375,1.03400003910065,4647.8984375,3
"01010500204025","010105088800204025","01010500204","010105088800204",1,1,3921.96020507813,7.90999984741211,10,0,0,22279.111328125,5990,1300,29569.111328125,1.03400003910065,3738.19360351563,2
"01010500204049","010105088800204049","01010500204","010105088800204",1,1,3921.96020507813,5.8600001335144,7,0,0,16036.1395263672,1794,470,18300.140625,1.03400003910065,3122.89086914063,2
"01010500204073","010105088800204073","01010500204","010105088800204",1,1,3921.96020507813,3.47000002861023,5,0,0,12699.5557861328,2500,455,15654.5556640625,1.03400003910065,4511.3994140625,3
"01010500204097","010105088800204097","01010500204","010105088800204",1,1,3921.96020507813,3.58999991416931,5,0,0,19644.4445800781,3318,186,23148.4453125,1.03400003910065,6448.03515625,4
"01010500204121","010105088800204121","01010500204","010105088800204",1,1,3921.96020507813,3.82999992370605,5,1,0,,,,,1.03400003910065,,
"01010500204142","010105088800204142","01010500204","010105088800204",1,1,2491.40942382813,3.15999984741211,4,0,0,35776,4860,320,40956,1.03400003910065,12960.759765625,5
"01010500204145","010105088800204145","01010500204","010105088800204",1,1,3921.96020507813,3.50999999046326,5,0,0,16068,3758,326,20152,1.03400003910065,5741.310546875,3
"01010500204169","010105088800204169","01010500204","010105088800204",1,1,3921.96020507813,2.46000003814697,3,0,0,19257.3342285156,4420,0,23677.333984375,1.03400003910065,9624.9326171875,5
"01010500204193","010105088800204193","01010500204","010105088800204",1,1,3921.96020507813,4.46000003814697,5,1,0,,,,,1.03400003910065,,
"01010500204217","010105088800204217","01010500204","010105088800204",1,1,3921.96020507813,4.57999992370605,6,0,0,14531.111328125,1912,308,16751.111328125,1.03400003910065,3657.44799804688,2
"01010600402002","010106088800402002","01010600402","010106088800402",1,1,3426.1669921875,1.85999989509583,2,0,0,6875.5556640625,1246,0,8121.5556640625,1.03400003910065,4366.42822265625,3
"01010600402014","010106088800402014","01010600402","010106088800402",1,1,270.486846923828,0.819999992847443,1,0,0,2917.77783203125,228,0,3145.77783203125,1.03400003910065,3836.314453125,2
"01010600402021","010106088800402021","01010600402","010106088800402",1,1,3426.1669921875,7.15999984741211,8,0,0,67813.7795410156,9745,140,77698.78125,1.03400003910065,10851.78515625,5
"01010600402039","010106088800402039","01010600402","010106088800402",1,1,3426.1669921875,6.26000022888184,8,0,0,15346.6029052734,4279,75,19700.6015625,1.03400003910065,3147.06079101563,2
"01010600402057","010106088800402057","01010600402","010106088800402",1,1,3426.1669921875,4.40000009536743,5,0,0,15138.5648193359,1940,210,17288.564453125,1.03400003910065,3929.21899414063,2
"01010600402075","010106088800402075","01010600402","010106088800402",1,1,3426.1669921875,5.63000011444092,7,0,0,8493.333984375,1144,58,9695.333984375,1.03400003910065,1722.08410644531,1
"01010600402094","010106088800402094","01010600402","010106088800402",1,1,3426.1669921875,4.57999992370605,6,0,0,7915.55578613281,752,30,8697.5556640625,1.03400003910065,1899.02966308594,1
"01010600402112","010106088800402112","01010600402","010106088800402",1,1,3426.1669921875,6.59999990463257,8,1,0,,,,,1.03400003910065,,
"01010600402130","010106088800402130","01010600402","010106088800402",1,1,3426.1669921875,3.65999984741211,4,0,0,10265.9558105469,2624,55,12944.9560546875,1.03400003910065,3536.87329101563,2
"01010600402148","010106088800402148","01010600402","010106088800402",1,1,3426.1669921875,6.77999973297119,8,0,0,74765.7924804688,3934,40,78739.7890625,1.03400003910065,11613.5390625,5
"01010600402160","010106088800402160","01010600402","010106088800402",1,1,270.486846923828,4.61999988555908,5,0,0,10683.111328125,3912,160,14755.111328125,1.03400003910065,3193.7470703125,2
"01010600402167","010106088800402167","01010600402","010106088800402",1,1,3426.1669921875,1.57999992370605,2,0,0,6655.21997070313,946,40,7641.2197265625,1.03400003910065,4836.21533203125,3
"01010700116012","010107010100116012","01010700116","010107010100116",1,3,4280.70361328125,0.800000011920929,1,0,0,6474,3408,0,9882,1.03400003910065,12352.5,5
"01010700116035","010107010100116035","01010700116","010107010100116",1,3,4280.70361328125,0.800000011920929,1,0,0,18226,5890,0,24116,1.03400003910065,30145,5
"01010700116058","010107010100116058","01010700116","010107010100116",1,3,4280.70361328125,2.74000000953674,3,1,0,,,,,1.03400003910065,,
"01010700116081","010107010100116081","01010700116","010107010100116",1,3,4280.70361328125,5.5,6,0,0,21840,17992,1250,41082,1.03400003910065,7469.45458984375,4
"01010700116104","010107010100116104","01010700116","010107010100116",1,3,4280.70361328125,3.11999988555908,4,0,0,12948,2600,200,15748,1.03400003910065,5047.43603515625,3
"01010700116127","010107010100116127","01010700116","010107010100116",1,3,4280.70361328125,1.6599999666214,2,0,0,17758,5516,200,23474,1.03400003910065,14140.9638671875,5
"01010700116150","010107010100116150","01010700116","010107010100116",1,3,4280.70361328125,0.839999973773956,1,0,0,2496,2192,0,4688,1.03400003910065,5580.95263671875,3
"01010700116173","010107010100116173","01010700116","010107010100116",1,3,4280.70361328125,5.96000003814697,7,0,0,26104,5752,320,32176,1.03400003910065,5398.65771484375,3
"01010700116196","010107010100116196","01010700116","010107010100116",1,3,4280.70361328125,2.5,3,0,0,11440,4722,200,16362,1.03400003910065,6544.7998046875,4
"01010700116219","010107010100116219","01010700116","010107010100116",1,3,4280.70361328125,2.17000007629395,3,1,0,,,,,1.03400003910065,,
"01010700116242","010107010100116242","01010700116","010107010100116",1,3,4280.70361328125,1.98000001907349,3,1,0,,,,,1.03400003910065,,
"01010700116265","010107010100116265","01010700116","010107010100116",1,3,4280.70361328125,0.800000011920929,1,0,0,8099,4078,0,12177,1.03400003910065,15221.25,5
"01010700116288","010107010100116288","01010700116","010107010100116",1,3,4280.70361328125,1.6599999666214,2,0,0,9516,3690,0,13206,1.03400003910065,7955.421875,4
"01010700116311","010107010100116311","01010700116","010107010100116",1,3,4280.70361328125,1.03999996185303,1,0,0,3640,6784,0,10424,1.03400003910065,10023.0771484375,5
"01010700116334","010107010100116334","01010700116","010107010100116",1,3,4280.70361328125,2.34000015258789,3,0,0,16796,10548,0,27344,1.03400003910065,11685.4697265625,5
"01020100207002","010201088800207002","01020100207","010201088800207",1,1,3320.48193359375,5.67999982833862,6,0,0,10983.4619445801,2854,100,13937.4619140625,1.03400003910065,2453.77856445313,1
"01020100207012","010201088800207012","01020100207","010201088800207",1,1,3320.48193359375,1.57999992370605,2,0,0,9099.05490112305,406,0,9505.0546875,1.03400003910065,6015.85791015625,4
"01020100207017","010201088800207017","01020100207","010201088800207",1,1,3320.48193359375,4.82999992370605,7,0,0,4366.23384948866,780,62,5208.23388671875,1.03400003910065,1078.30932617188,1
"01020100207027","010201088800207027","01020100207","010201088800207",1,1,3320.48193359375,8.43000030517578,10,0,0,16805.861114502,4072,0,20877.861328125,1.03400003910065,2476.61450195313,1
"01020100207047","010201088800207047","01020100207","010201088800207",1,1,3320.48193359375,5.44999980926514,7,0,0,4926.70269623143,686,38,5650.70263671875,1.03400003910065,1036.826171875,1
"01020100207062","010201088800207062","01020100207","010201088800207",1,1,3320.48193359375,0.839999973773956,1,0,0,2741.39898681641,174,0,2915.39892578125,1.03400003910065,3470.71313476563,2
"01020100207077","010201088800207077","01020100207","010201088800207",1,1,3320.48193359375,1,1,0,0,5809.39898681641,549,0,6358.39892578125,1.03400003910065,6358.39892578125,4
"01020100207092","010201088800207092","01020100207","010201088800207",1,1,3320.48193359375,5.71999979019165,6,0,0,17639.3989868164,7800,450,25889.3984375,1.03400003910065,4526.11865234375,3
"01020100207107","010201088800207107","01020100207","010201088800207",1,1,3320.48193359375,7.77999973297119,8,0,0,16486.434173584,1890,40,18416.43359375,1.03400003910065,2367.15087890625,1
"01020100207122","010201088800207122","01020100207","010201088800207",1,1,3320.48193359375,2.42000007629395,3,0,0,5837.44805908203,909,0,6746.4482421875,1.03400003910065,2787.78833007813,1
"01020100207137","010201088800207137","01020100207","010201088800207",1,1,3320.48193359375,3.54999995231628,5,0,0,4221.79797363281,1915,0,6136.7978515625,1.03400003910065,1728.67541503906,1
"01020200107008","010202020100107008","01020200107","010202020100107",1,3,1781.97839355469,1.77999997138977,2,0,0,7956,1490,0,9446,1.03400003910065,5306.74169921875,3
"01020200107034","010202020100107034","01020200107","010202020100107",1,3,1781.97839355469,3.11999988555908,4,0,0,73658,23781,250,97689,1.03400003910065,31310.578125,5
"01020200107047","010202020100107047","01020200107","010202020100107",1,3,1781.97839355469,5.77999973297119,7,0,0,41818.9198608398,17404,0,59222.91796875,1.03400003910065,10246.1796875,5
"01020200107073","010202020100107073","01020200107","010202020100107",1,3,1781.97839355469,3,3,0,0,17953,4744,0,22697,1.03400003910065,7565.66650390625,4
"01020200107086","010202020100107086","01020200107","010202020100107",1,3,1781.97839355469,5.19000005722046,7,0,0,17628,4456,293,22377,1.03400003910065,4311.560546875,3
"01020200107099","010202020100107099","01020200107","010202020100107",1,3,1781.97839355469,3.46000003814697,4,0,0,19617,5526,0,25143,1.03400003910065,7266.7626953125,4
"01020200107112","010202020100107112","01020200107","010202020100107",1,3,1781.97839355469,3.97000002861023,5,0,0,69191.7199707031,9467,478,79136.71875,1.03400003910065,19933.681640625,5
"01020200107125","010202020100107125","01020200107","010202020100107",1,3,1781.97839355469,3.5,4,0,0,39416,12034,210,51660,1.03400003910065,14760,5
"01020200107151","010202020100107151","01020200107","010202020100107",1,3,1781.97839355469,2.17000007629395,3,0,0,20865,16958,0,37823,1.03400003910065,17429.953125,5
"01020200107164","010202020100107164","01020200107","010202020100107",1,3,1781.97839355469,0.740000009536743,1,0,0,21008.9494628906,2948,0,23956.94921875,1.03400003910065,32374.255859375,5
"01020200107177","010202020100107177","01020200107","010202020100107",1,3,1781.97839355469,1.51999998092651,2,0,0,11440,2366,290,14096,1.03400003910065,9273.6845703125,5
"01020200107190","010202020100107190","01020200107","010202020100107",1,3,1781.97839355469,0.819999992847443,1,0,0,44252,2496,0,46748,1.03400003910065,57009.7578125,5
"01020200802002","010202088800802002","01020200802","010202088800802",1,1,3558.80615234375,5.61999988555908,7,0,0,11842.4801025391,2073,0,13915.48046875,1.03400003910065,2476.06420898438,1
"01020200802017","010202088800802017","01020200802","010202088800802",1,1,3558.80615234375,6.13000011444092,8,0,0,15700.2857666016,2782,300,18782.28515625,1.03400003910065,3063.994140625,2
"01020200802028","010202088800802028","01020200802","010202088800802",1,1,3558.80615234375,1,1,0,0,5888.48010253906,312,0,6200.47998046875,1.03400003910065,6200.47998046875,4
"01020200802033","010202088800802033","01020200802","010202088800802",1,1,3558.80615234375,5.17000007629395,7,0,0,17308.7199707031,2564,140,20012.720703125,1.03400003910065,3870.93237304688,2
"01020200802048","010202088800802048","01020200802","010202088800802",1,1,3558.80615234375,3.70000004768372,5,0,0,7540,3284,100,10924,1.03400003910065,2952.43237304688,2
"01020200802063","010202088800802063","01020200802","010202088800802",1,1,3558.80615234375,5.79999971389771,6,0,0,24443.0951538086,4610,155,29208.095703125,1.03400003910065,5035.87890625,3
"01020200802078","010202088800802078","01020200802","010202088800802",1,1,3558.80615234375,7.1399998664856,8,0,0,22906,5858,300,29064,1.03400003910065,4070.58837890625,2
"01020200802108","010202088800802108","01020200802","010202088800802",1,1,3558.80615234375,3.73999977111816,4,0,0,13000,4398,0,17398,1.03400003910065,4651.8720703125,3
"01020200802120","010202088800802120","01020200802","010202088800802",1,1,397.631958007813,0.740000009536743,1,0,0,7991.04663085938,958,0,8949.046875,1.03400003910065,12093.306640625,5
"01020200802124","010202088800802124","01020200802","010202088800802",1,1,3558.80615234375,5.78000020980835,7,0,0,18902,4188,200,23290,1.03400003910065,4029.41162109375,2
"01020200802139","010202088800802139","01020200802","010202088800802",1,1,3558.80615234375,2.61999988555908,3,0,0,8424.00012207031,1680,130,10234,1.03400003910065,3906.10693359375,2
"01020301001002","010203088801001002","01020301001","010203088801001",1,1,3237.32836914063,5.35999965667725,6,0,0,27176.884185791,1660,245,29081.884765625,1.03400003910065,5425.72509765625,3
"01020301001017","010203088801001017","01020301001","010203088801001",1,1,3237.32836914063,0.819999992847443,1,0,0,6032,570,0,6602,1.03400003910065,8051.2197265625,4
"01020301001032","010203088801001032","01020301001","010203088801001",1,1,3237.32836914063,0.740000009536743,1,0,0,4524,254,0,4778,1.03400003910065,6456.7568359375,4
"01020301001047","010203088801001047","01020301001","010203088801001",1,1,3237.32836914063,4.23999977111816,5,0,0,15496,600,150,16246,1.03400003910065,3831.60400390625,2
"01020301001062","010203088801001062","01020301001","010203088801001",1,1,3237.32836914063,8.96000003814697,10,0,0,37379.3333740234,10842,135,48356.33203125,1.03400003910065,5396.912109375,3
"01020301001080","010203088801001080","01020301001","010203088801001",1,1,3237.32836914063,4.57999992370605,6,0,0,11856,2028,105,13989,1.03400003910065,3054.36694335938,2
"01020301001095","010203088801001095","01020301001","010203088801001",1,1,3237.32836914063,0.740000009536743,1,0,0,11759.428527832,1809,0,13568.4287109375,1.03400003910065,18335.71484375,5
"01020301001097","010203088801001097","01020301001","010203088801001",1,1,1126.91821289063,1.77999997138977,2,0,0,6416.79998779297,713,0,7129.7998046875,1.03400003910065,4005.50561523438,2
"01020301001111","010203088801001111","01020301001","010203088801001",1,1,3237.32836914063,8.92000007629395,10,0,0,58168.3677978516,6806,0,64974.3671875,1.03400003910065,7284.12158203125,4
"01020301001128","010203088801001128","01020301001","010203088801001",1,1,3237.32836914063,6.35999965667725,7,0,0,21129.3333740234,2744,225,24098.333984375,1.03400003910065,3789.04638671875,2
"01020301001145","010203088801001145","01020301001","010203088801001",1,1,3237.32836914063,6.31999969482422,7,0,0,68204.1871337891,5630,303,74137.1875,1.03400003910065,11730.568359375,5
"01020301001152","010203088801001152","01020301001","010203088801001",1,1,1126.91821289063,0.740000009536743,1,0,0,4628,312,0,4940,1.03400003910065,6675.67578125,4
"01020401702002","010204088801702002","01020401702","010204088801702",1,1,4059.95434570313,4.57999992370605,6,0,0,17709.4423828125,480,186,18375.44140625,1.03400003910065,4012.10522460938,2
"01020401702005","010204088801702005","01020401702","010204088801702",1,1,830.984802246094,1,1,0,0,8418.5263671875,4210,0,12628.5263671875,1.03400003910065,12628.5263671875,5
"01020401702018","010204088801702018","01020401702","010204088801702",1,1,4059.95434570313,5.47000026702881,8,0,0,16103.1343383789,1418,355,17876.134765625,1.03400003910065,3268.03173828125,2
"01020401702033","010204088801702033","01020401702","010204088801702",1,1,4059.95434570313,6.53999996185303,7,0,0,5912.04340789863,1970,570,8452.04296875,1.03400003910065,1292.361328125,1
"01020401702048","010204088801702048","01020401702","010204088801702",1,1,4059.95434570313,5,6,0,0,26492.1608886719,1806,482,28780.16015625,1.03400003910065,5756.0322265625,3
"01020401702063","010204088801702063","01020401702","010204088801702",1,1,4059.95434570313,4.94000005722046,6,0,0,14139.9318847656,1888,583,16610.931640625,1.03400003910065,3362.53662109375,2
"01020401702078","010204088801702078","01020401702","010204088801702",1,1,4059.95434570313,2.79999995231628,3,0,0,30216.2922363281,1692,0,31908.29296875,1.03400003910065,11395.8193359375,5
"01020401702093","010204088801702093","01020401702","010204088801702",1,1,4059.95434570313,5.23999977111816,6,0,0,33729.638671875,1274,40,35043.640625,1.03400003910065,6687.7177734375,4
"01020401702108","010204088801702108","01020401702","010204088801702",1,1,4059.95434570313,4.40000009536743,5,1,0,,,,,1.03400003910065,,
"01020401702123","010204088801702123","01020401702","010204088801702",1,1,4059.95434570313,2.79999995231628,4,0,0,28910.474609375,2464,0,31374.474609375,1.03400003910065,11205.169921875,5
"01020401702138","010204088801702138","01020401702","010204088801702",1,1,4059.95434570313,1.6599999666214,2,0,0,18236.1026611328,1694,0,19930.103515625,1.03400003910065,12006.0869140625,5
"01020401702149","010204088801702149","01020401702","010204088801702",1,1,830.984802246094,2.74000000953674,3,0,0,16446.4729003906,12202,480,29128.47265625,1.03400003910065,10630.8291015625,5
"01020601301002","010206088801301002","01020601301","010206088801301",1,1,3835.10131835938,0.740000009536743,1,0,0,9776.34655761719,1410,0,11186.3466796875,1.03400003910065,15116.6845703125,5
"01020601301018","010206088801301018","01020601301","010206088801301",1,1,3835.10131835938,1.57999992370605,2,0,0,6131.66662597656,1140,0,7271.66650390625,1.03400003910065,4602.32080078125,3
"01020601301033","010206088801301033","01020601301","010206088801301",1,1,3835.10131835938,2.53999996185303,3,0,0,7990.66674804688,1918,110,10018.6669921875,1.03400003910065,3944.35717773438,2
"01020601301050","010206088801301050","01020601301","010206088801301",1,1,3835.10131835938,5.05999994277954,6,0,0,14993.3334960938,5552,130,20675.333984375,1.03400003910065,4086.03442382813,2
"01020601301066","010206088801301066","01020601301","010206088801301",1,1,3835.10131835938,1.62000000476837,2,0,0,10781.3333740234,1477,0,12258.3330078125,1.03400003910065,7566.8720703125,4
"01020601301081","010206088801301081","01020601301","010206088801301",1,1,3835.10131835938,4.98000001907349,6,0,0,15255.8095703125,7461,175,22891.80859375,1.03400003910065,4596.74853515625,3
"01020601301097","010206088801301097","01020601301","010206088801301",1,1,3835.10131835938,2.53999996185303,3,0,0,7314.66674804688,1320,0,8634.6669921875,1.03400003910065,3399.47534179688,2
"01020601301134","010206088801301134","01020601301","010206088801301",1,1,3835.10131835938,0.819999992847443,1,0,0,2868.66668701172,1065,0,3933.66674804688,1.03400003910065,4797.15478515625,3
"01020601301136","010206088801301136","01020601301","010206088801301",1,1,208.429428100586,3.47000002861023,5,0,0,13364,10424,90,23878,1.03400003910065,6881.26806640625,4
"01020601301162","010206088801301162","01020601301","010206088801301",1,1,3835.10131835938,4.80000019073486,6,0,0,11526.6672363281,2958,190,14674.6669921875,1.03400003910065,3057.22216796875,2
"01020601301180","010206088801301180","01020601301","010206088801301",1,1,208.429428100586,1.42000007629395,2,0,0,2834,1633,0,4467,1.03400003910065,3145.7744140625,2
"01020700101027","010207010100101027","01020700101","010207010100101",1,2,2459.8681640625,6.25999975204468,7,0,0,14534,6629,856,22019,1.03400003910065,3517.41235351563,2
"01020700101057","010207010100101057","01020700101","010207010100101",1,2,2459.8681640625,1,1,0,1,,,,,1.03400003910065,,
"01020700101087","010207010100101087","01020700101","010207010100101",1,2,2459.8681640625,4.13000011444092,6,0,0,18338.6667480469,4632,52,23022.666015625,1.03400003910065,5574.4951171875,3
"01020700101117","010207010100101117","01020700101","010207010100101",1,2,2459.8681640625,4.55999994277954,5,0,0,14014,4495,615,19124,1.03400003910065,4193.85986328125,2
"01020700101177","010207010100101177","01020700101","010207010100101",1,2,2459.8681640625,3.07999992370605,4,0,0,26936,9792,260,36988,1.03400003910065,12009.0908203125,5
"01020700101237","010207010100101237","01020700101","010207010100101",1,2,2459.8681640625,0.740000009536743,1,0,0,4355,2597,0,6952,1.03400003910065,9394.5947265625,5
"01020700101267","010207010100101267","01020700101","010207010100101",1,2,2459.8681640625,3.94000005722046,5,0,0,11908,11818,3665,27391,1.03400003910065,6952.0302734375,4
"01020700101297","010207010100101297","01020700101","010207010100101",1,2,2459.8681640625,2.55999994277954,3,0,0,10660,3288,710,14658,1.03400003910065,5725.78125,3
"01020700101327","010207010100101327","01020700101","010207010100101",1,2,2459.8681640625,3.71000003814697,5,0,0,26598,7121,290,34009,1.03400003910065,9166.8466796875,5
"01020700101357","010207010100101357","01020700101","010207010100101",1,2,2459.8681640625,4.15999984741211,5,0,0,10296,24713,1040,36049,1.03400003910065,8665.625,5
"01020800603004","010208088800603004","01020800603","010208088800603",1,1,2757.5478515625,6.27999973297119,7,0,0,8614.66650390625,1142,936,10692.666015625,1.03400003910065,1702.65393066406,1
"01020800603019","010208088800603019","01020800603","010208088800603",1,1,2757.5478515625,2.3600001335144,3,0,0,10207.1924438477,900,0,11107.1923828125,1.03400003910065,4706.43701171875,3
