"household_id","household_id2","rural","pw_w3","ea_id","ea_id2","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_s7q01","hh_s7q02_a","hh_s7q02_b","hh_s7q02_c","hh_s7q02_d","hh_s7q02_e","hh_s7q02_f","hh_s7q02_g","hh_s7q02_h","hh_s7q03_a","hh_s7q03_b","hh_s7q04","hh_s7q05_a","hh_s7q05_b","hh_s7q05_c","hh_s7q06","hh_s7q07_a","hh_s7q07_b","hh_s7q07_c","hh_s7q07_d","hh_s7q07_e","hh_s7q07_f","hh_s7q07_g","hh_s7q07_h","hh_s7q07_i","hh_s7q07_j","hh_s7q07_k","hh_s7q07_l","hh_s7q08_a","hh_s7q08_b","hh_s7q08_c"
"03041402101006","030414088802101006",1,8247.173828125,"03041402101","030414088802101",3,4,14,8,88,21,1,6,2,7,0,0,0,0,0,0,0,4,1,2,,,1,2,,,,,,,,,,,,,,,
"03041402101025","030414088802101025",1,8247.173828125,"03041402101","030414088802101",3,4,14,8,88,21,1,25,2,7,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041402101043","030414088802101043",1,8247.173828125,"03041402101","030414088802101",3,4,14,8,88,21,1,43,2,7,0,0,0,0,0,0,0,3,,1,,,,1,,,,,,,,"X",,,,,1,2,6
"03041402101062","030414088802101062",1,8247.173828125,"03041402101","030414088802101",3,4,14,8,88,21,1,62,2,7,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041402101080","030414088802101080",1,8247.173828125,"03041402101","030414088802101",3,4,14,8,88,21,1,80,2,7,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041402101089","030414088802101089",1,7452.26513671875,"03041402101","030414088802101",3,4,14,8,88,21,1,89,2,7,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,,,,,
"03041402101102","030414088802101102",1,8247.173828125,"03041402101","030414088802101",3,4,14,8,88,21,1,102,2,7,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041402101124","030414088802101124",1,8247.173828125,"03041402101","030414088802101",3,4,14,8,88,21,1,124,2,7,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041402101147","030414088802101147",1,7452.26513671875,"03041402101","030414088802101",3,4,14,8,88,21,1,147,2,7,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041402101167","030414088802101167",1,8247.173828125,"03041402101","030414088802101",3,4,14,8,88,21,1,167,2,7,0,0,0,0,0,0,0,3,4,2,2,2,1,2,,,,,,,,,,,,,,,
"03041402101187","030414088802101187",1,8247.173828125,"03041402101","030414088802101",3,4,14,8,88,21,1,187,2,7,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041600204003","030416088800204003",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,3,2,0,0,0,0,0,0,0,0,3,,1,,,,1,,,,,,,"X","X",,,,,1,2,3
"03041600204014","030416088800204014",1,2129.05737304688,"03041600204","030416088800204",3,4,16,8,88,2,4,14,1,7,0,0,0,0,0,0,0,3,,1,,,,1,,,,,,,"X",,,,,,1,,
"03041600204025","030416088800204025",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,25,1,7,0,0,0,2,0,0,0,3,3,1,,,,2,,,,,,,,,,,,,,,
"03041600204044","030416088800204044",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,44,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041600204062","030416088800204062",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,62,2,0,3,3,0,4,0,0,0,3,3,1,,,,1,,,,,,"X","X",,,,,,3,1,4
"03041600204080","030416088800204080",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,80,2,0,0,0,0,0,0,0,0,3,3,1,,,,1,,,,,,,"X",,,,,,1,6,4
"03041600204097","030416088800204097",1,2129.05737304688,"03041600204","030416088800204",3,4,16,8,88,2,4,97,1,7,7,0,0,0,0,0,0,3,4,1,,,,1,,,,,"X",,,,,,,,1,4,
"03041600204100","030416088800204100",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,100,2,7,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041600204119","030416088800204119",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,119,1,7,3,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041600204137","030416088800204137",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,137,1,7,3,0,0,0,0,0,0,3,4,1,,,,1,,,,,,"X","X",,,,,,1,3,
"03041600204156","030416088800204156",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,156,1,3,0,7,4,7,0,0,0,3,5,1,,,,1,,,,,"X","X","X","X",,,,,3,1,6
"03041600204175","030416088800204175",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,175,2,0,0,0,0,0,0,0,0,3,3,1,,,,1,,,,,,"X","X",,,,,,1,3,
"03041800309003","030418010100309003",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,3,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041800309009","030418010100309009",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,9,1,2,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03041800309015","030418010100309015",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,15,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03041800309021","030418010100309021",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,21,2,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,,,,
"03041800309027","030418010100309027",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,27,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041800309033","030418010100309033",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,33,2,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,,,,
"03041800309045","030418010100309045",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,45,2,0,0,0,2,0,0,0,0,3,,1,,,,1,,,,,,,,,,,"X","X",6,,
"03041800309051","030418010100309051",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,51,2,0,0,0,0,0,0,0,0,3,4,2,1,2,1,2,,,,,,,,,,,,,,,
"03041800309057","030418010100309057",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,57,1,0,7,7,0,0,0,0,0,3,,1,,,,1,,,,,,"X","X","X","X",,,,3,6,8
"03041800309063","030418010100309063",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,63,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03041800309069","030418010100309069",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,69,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041800309075","030418010100309075",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,75,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041800309081","030418010100309081",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,81,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041800309087","030418010100309087",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,87,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041800807009","030418010100807009",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,9,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041800807042","030418010100807042",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,42,2,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03041800807053","030418010100807053",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,53,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041800807086","030418010100807086",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,86,2,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03041800807097","030418010100807097",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,97,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041800807108","030418010100807108",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,108,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03041800807119","030418010100807119",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,119,2,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03041800807130","030418010100807130",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,130,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03041800807152","030418010100807152",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,152,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03041800807163","030418010100807163",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,163,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050101504004","030501088801504004",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,4,1,7,5,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050101504012","030501088801504012",1,1210.51257324219,"03050101504","030501088801504",3,5,1,8,88,15,4,12,1,0,0,0,0,0,0,0,0,2,,1,,,,1,,,,,,"X","X",,,,"X","X",1,3,11
"03050101504026","030501088801504026",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,26,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050101504047","030501088801504047",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,47,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03050101504069","030501088801504069",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,69,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03050101504090","030501088801504090",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,90,1,3,4,7,7,0,0,0,0,2,3,1,,,,1,,,,,,,,,,,,"X",1,3,6
"03050101504111","030501088801504111",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,111,2,0,0,0,0,0,0,0,0,3,4,1,,,,,,,,,,,,,,,,,,,
"03050101504132","030501088801504132",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,132,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03050101504153","030501088801504153",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,153,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050101504159","030501088801504159",1,1210.51257324219,"03050101504","030501088801504",3,5,1,8,88,15,4,159,1,7,7,2,0,0,0,0,0,3,2,2,,,1,,,,,,"X","X","X",,,,,"X",1,3,6
"03050101504175","030501088801504175",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,175,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050101504196","030501088801504196",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,196,2,7,7,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,,,,
"03050400305002","030504088800305002",1,7241.4794921875,"03050400305","030504088800305",3,5,4,8,88,3,5,2,2,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,,,,,
"03050400305015","030504088800305015",1,1788.01953125,"03050400305","030504088800305",3,5,4,8,88,3,5,15,2,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,,,,,
"03050400305021","030504088800305021",1,7241.4794921875,"03050400305","030504088800305",3,5,4,8,88,3,5,21,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03050400305036","030504088800305036",1,7241.4794921875,"03050400305","030504088800305",3,5,4,8,88,3,5,36,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050400305051","030504088800305051",1,7241.4794921875,"03050400305","030504088800305",3,5,4,8,88,3,5,51,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050400305066","030504088800305066",1,7241.4794921875,"03050400305","030504088800305",3,5,4,8,88,3,5,66,2,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,,,,,
"03050400305081","030504088800305081",1,7241.4794921875,"03050400305","030504088800305",3,5,4,8,88,3,5,81,2,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,,,,,
"03050400305111","030504088800305111",1,7241.4794921875,"03050400305","030504088800305",3,5,4,8,88,3,5,111,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050400305126","030504088800305126",1,7241.4794921875,"03050400305","030504088800305",3,5,4,8,88,3,5,126,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050400305141","030504088800305141",1,7241.4794921875,"03050400305","030504088800305",3,5,4,8,88,3,5,141,2,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,,,,,
"03050400305170","030504088800305170",1,1788.01953125,"03050400305","030504088800305",3,5,4,8,88,3,5,170,2,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,,,,,
"03050701204006","030507088801204006",1,3951.26293945313,"03050701204","030507088801204",3,5,7,8,88,12,4,6,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050701204018","030507088801204018",1,3951.26293945313,"03050701204","030507088801204",3,5,7,8,88,12,4,18,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050701204024","030507088801204024",1,3951.26293945313,"03050701204","030507088801204",3,5,7,8,88,12,4,24,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050701204042","030507088801204042",1,233.676864624023,"03050701204","030507088801204",3,5,7,8,88,12,4,42,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050701204043","030507088801204043",1,3951.26293945313,"03050701204","030507088801204",3,5,7,8,88,12,4,43,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03050701204079","030507088801204079",1,3951.26293945313,"03050701204","030507088801204",3,5,7,8,88,12,4,79,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050701204097","030507088801204097",1,3951.26293945313,"03050701204","030507088801204",3,5,7,8,88,12,4,97,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050701204115","030507088801204115",1,3951.26293945313,"03050701204","030507088801204",3,5,7,8,88,12,4,115,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050701204133","030507088801204133",1,3951.26293945313,"03050701204","030507088801204",3,5,7,8,88,12,4,133,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03050701204151","030507088801204151",1,3951.26293945313,"03050701204","030507088801204",3,5,7,8,88,12,4,151,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050701204169","030507088801204169",1,3951.26293945313,"03050701204","030507088801204",3,5,7,8,88,12,4,169,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050800106013","030508010100106013",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,13,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050800106022","030508010100106022",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,22,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050800106031","030508010100106031",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,31,2,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,,,,
"03050800106040","030508010100106040",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,40,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050800106049","030508010100106049",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,49,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03050800106058","030508010100106058",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,58,2,0,0,0,0,0,0,0,0,4,5,1,,,,2,,,,,,,,,,,,,,,
"03050800106067","030508010100106067",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,67,2,0,0,0,0,0,0,0,0,3,,1,,,,1,,,,,,,,,,"X",,,11,,
"03050800106076","030508010100106076",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,76,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050800106085","030508010100106085",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,85,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050800106094","030508010100106094",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,94,2,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03050800106103","030508010100106103",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,103,1,2,3,2,2,0,0,0,0,3,,1,,,,1,,,,,,"X","X","X",,,,,6,,
"03050800106112","030508010100106112",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,112,1,4,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050800106121","030508010100106121",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,121,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03050800106130","030508010100106130",3,3997.50903320313,"03050800106","030508010100106",3,5,8,1,1,1,6,130,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03050900104011","030509020100104011",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,11,2,3,2,0,2,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03050900104027","030509020100104027",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,27,2,2,4,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03050900104043","030509020100104043",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,43,1,3,2,0,2,0,0,0,0,4,5,1,,,,2,,,,,,,,,,,,,,,
"03050900104059","030509020100104059",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,59,2,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03050900104075","030509020100104075",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,75,2,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,,,,,,
"03050900104091","030509020100104091",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,91,2,0,0,0,0,0,0,0,0,3,,2,,1,,2,,,,,,,,,,,,,,,
"03050900104107","030509020100104107",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,107,2,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03050900104123","030509020100104123",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,123,2,0,3,0,2,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03050900104155","030509020100104155",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,155,2,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03050900104171","030509020100104171",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,171,2,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03050900104187","030509020100104187",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,187,1,2,2,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,,,,,,,
"03051100307001","030511088800307001",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,1,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051100307021","030511088800307021",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,21,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051100307040","030511088800307040",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,40,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051100307063","030511088800307063",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,63,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051100307082","030511088800307082",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,82,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03051100307102","030511088800307102",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,102,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03051100307108","030511088800307108",1,4072.33569335938,"03051100307","030511088800307",3,5,11,8,88,3,7,108,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051100307126","030511088800307126",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,126,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03051100307144","030511088800307144",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,144,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051100307166","030511088800307166",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,166,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051100307184","030511088800307184",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,184,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03051300702003","030513088800702003",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,3,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03051300702017","030513088800702017",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,17,2,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,,,,
"03051300702024","030513088800702024",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,24,2,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,,,,
"03051300702038","030513088800702038",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,38,2,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,,,,
"03051300702045","030513088800702045",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,45,2,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,,,,
"03051300702066","030513088800702066",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,66,2,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,,,,
"03051300702087","030513088800702087",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,87,2,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,,,,
"03051300702108","030513088800702108",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,108,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051300702129","030513088800702129",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,129,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03051300702150","030513088800702150",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,150,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051300702171","030513088800702171",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,171,2,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,,,,
"03051300702192","030513088800702192",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,192,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03051500703020","030515088800703020",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,20,2,0,0,0,0,0,0,0,0,3,,1,,,,1,,,,,,"X","X","X",,,,,11,,
"03051500703038","030515088800703038",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,38,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051500703056","030515088800703056",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,56,2,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,,,,
"03051500703072","030515088800703072",1,2865.53515625,"03051500703","030515088800703",3,5,15,8,88,7,3,72,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03051500703100","030515088800703100",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,100,1,0,3,0,2,2,0,0,0,3,5,1,,,,1,,,"X","X","X",,,,,,,,1,,
"03051500703118","030515088800703118",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,118,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03051500703136","030515088800703136",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,136,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,,,,
"03051500703154","030515088800703154",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,154,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03051500703172","030515088800703172",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,172,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03052100808003","030521088800808003",1,6962.7998046875,"03052100808","030521088800808",3,5,21,8,88,8,8,3,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03052100808020","030521088800808020",1,6962.7998046875,"03052100808","030521088800808",3,5,21,8,88,8,8,20,2,0,0,1,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
"03052100808035","030521088800808035",1,6962.7998046875,"03052100808","030521088800808",3,5,21,8,88,8,8,35,2,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,,,,
"03052100808048","030521088800808048",1,2536.119140625,"03052100808","030521088800808",3,5,21,8,88,8,8,48,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,,,,
