"household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_s9q01","hh_s9q02_a","hh_s9q02_b","hh_s9q03","hh_s9q04","hh_s9q05","hh_s9q06","hh_s9q07","hh_s9q08","hh_s9q09","hh_s9q10","hh_s9q11","hh_s9q12","hh_s9q13","hh_s9q14","hh_s9q15","hh_s9q16","hh_s9q17","hh_s9q18","hh_s9q19","hh_s9q20","hh_s9q21"
"05020704801079","05020704801",1,699.273498535156,5,2,7,8,88,48,1,79,2,10,,1,1,2,3,1,3,1,8,7,4,9,9,2,2,2,,9,1,1
"05020704801097","05020704801",1,699.273498535156,5,2,7,8,88,48,1,97,,,,,,,,,,,,,,,,,,,,,,
"05020704801115","05020704801",1,699.273498535156,5,2,7,8,88,48,1,115,1,9,4,1,1,2,3,1,2,2,8,7,4,9,9,2,2,1,1,9,1,1
"05020704801133","05020704801",1,699.273498535156,5,2,7,8,88,48,1,133,1,6,,1,1,2,9,1,1,2,8,7,4,9,9,2,2,2,,9,1,1
"05020704801151","05020704801",1,699.273498535156,5,2,7,8,88,48,1,151,1,12,,1,2,18,5,1,3,1,8,7,4,9,9,2,2,2,,9,1,1
"05020704801169","05020704801",1,699.273498535156,5,2,7,8,88,48,1,169,1,6,8,1,1,2,3,1,2,2,8,7,4,9,9,2,2,2,,9,1,4
"05020709201001","05020709201",1,682.649536132813,5,2,7,8,88,92,1,1,1,3,3,1,1,2,3,1,3,2,8,7,4,9,,2,1,2,,9,1,3
"05020709201008","05020709201",1,682.649536132813,5,2,7,8,88,92,1,8,1,15,4,1,1,6,1,1,3,1,5,7,4,7,7,2,2,2,,9,1,
"05020709201009","05020709201",1,1034.31750488281,5,2,7,8,88,92,1,9,1,7,3,1,1,2,3,1,2,1,9,7,4,7,7,2,2,2,,8,1,3
"05020709201021","05020709201",1,682.649536132813,5,2,7,8,88,92,1,21,1,10,0,1,1,2,3,1,2,1,9,7,6,7,7,2,2,2,,10,1,3
"05020709201029","05020709201",1,682.649536132813,5,2,7,8,88,92,1,29,1,4,12,1,1,2,3,1,3,1,9,7,4,7,7,2,2,2,,9,1,
"05020709201036","05020709201",1,682.649536132813,5,2,7,8,88,92,1,36,1,11,0,1,1,2,3,1,2,1,9,7,4,7,7,2,2,2,,8,1,3
"05020709201037","05020709201",1,1034.31750488281,5,2,7,8,88,92,1,37,1,4,1,1,1,2,3,1,3,5,8,7,4,7,7,2,2,2,,9,1,
"05020709201046","05020709201",1,682.649536132813,5,2,7,8,88,92,1,46,1,1,7,3,1,1,1,5,3,1,9,7,4,7,7,2,2,2,,8,1,
"05020709201052","05020709201",1,682.649536132813,5,2,7,8,88,92,1,52,1,15,0,3,2,6,1,1,3,1,9,7,4,7,7,2,2,2,,3,2,3
"05020709201059","05020709201",1,682.649536132813,5,2,7,8,88,92,1,59,1,6,3,1,1,2,3,1,2,1,9,7,4,7,7,2,2,2,,8,1,
"05020709201065","05020709201",1,682.649536132813,5,2,7,8,88,92,1,65,1,8,4,1,1,2,3,1,3,1,9,7,4,7,7,2,2,2,,9,1,3
"05020709201075","05020709201",1,682.649536132813,5,2,7,8,88,92,1,75,1,4,2,1,2,11,1,5,3,1,9,7,4,7,7,2,2,2,,8,1,
"05090100907001","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,1,,,,,,,,,,,,,,,,,,,,,,
"05090100907003","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,3,1,10,0,1,1,2,3,1,2,1,6,7,4,10,8,2,2,2,,8,1,1
"05090100907004","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,4,1,15,0,1,1,2,2,1,2,1,8,7,4,10,8,2,1,2,,9,1,1
"05090100907006","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,6,1,12,0,1,1,2,3,1,2,1,2,7,4,10,9,2,1,2,,9,1,1
"05090100907007","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,7,1,3,0,1,1,2,3,1,2,1,8,7,4,10,8,2,1,2,,9,1,1
"05090100907010","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,10,1,12,0,1,1,2,3,1,2,1,8,7,4,10,8,2,1,1,2,12,1,1
"05090100907013","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,13,1,15,0,1,1,2,3,1,2,1,6,7,4,10,8,2,2,2,,8,1,1
"05090100907016","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,16,1,5,0,1,1,2,2,1,1,1,6,7,4,10,8,2,1,2,,9,1,1
"05090100907019","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,19,1,3,0,1,1,2,3,1,2,1,4,7,4,10,7,2,1,1,2,9,1,1
"05090100907022","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,22,1,6,0,1,1,2,3,1,2,1,6,7,4,10,8,1,1,1,2,9,1,1
"05090100907025","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,25,1,12,0,1,1,2,3,1,2,1,6,7,4,10,8,1,1,2,,9,2,1
"05090100907028","05090100907",1,1092.01635742188,5,9,1,8,88,9,7,28,1,4,0,1,1,2,3,1,2,1,6,7,4,10,8,2,2,2,,9,1,1
"05090102802002","05090102802",1,512.778991699219,5,9,1,8,88,28,2,2,1,17,,1,3,1,1,1,2,1,6,7,4,4,4,2,2,1,2,9,1,2
"05090102802022","05090102802",1,512.778991699219,5,9,1,8,88,28,2,22,,,,,,,,,,,,,,,,,,,,,,
"05090102802028","05090102802",1,1740.6259765625,5,9,1,8,88,28,2,28,,,,,,,,,,,,,,,,,,,,,,
"05090102802034","05090102802",1,512.778991699219,5,9,1,8,88,28,2,34,,,,,,,,,,,,,,,,,,,,,,
"05090102802050","05090102802",1,512.778991699219,5,9,1,8,88,28,2,50,,,,,,,,,,,,,,,,,,,,,,
"05090102802061","05090102802",1,512.778991699219,5,9,1,8,88,28,2,61,,,,,,,,,,,,,,,,,,,,,,
"05090102802079","05090102802",1,512.778991699219,5,9,1,8,88,28,2,79,1,12,0,1,1,2,3,1,3,1,8,7,4,4,4,2,2,2,,9,1,1
"05090102802097","05090102802",1,512.778991699219,5,9,1,8,88,28,2,97,,,,,,,,,,,,,,,,,,,,,,
"05090102802108","05090102802",1,512.778991699219,5,9,1,8,88,28,2,108,,,,,,,,,,,,,,,,,,,,,,
"05090102802122","05090102802",1,512.778991699219,5,9,1,8,88,28,2,122,,,,,,,,,,,,,,,,,,,,,,
"05090102802127","05090102802",1,1740.6259765625,5,9,1,8,88,28,2,127,,,,,,,,,,,,,,,,,,,,,,
"05090102802134","05090102802",1,512.778991699219,5,9,1,8,88,28,2,134,,,,,,,,,,,,,,,,,,,,,,
"05090201201001","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,1,1,20,6,1,1,2,3,1,1,1,8,7,6,9,9,2,2,2,,8,1,1
"05090201201003","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,3,1,15,0,1,1,2,3,1,3,1,8,7,6,9,9,2,1,1,2,8,1,1
"05090201201004","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,4,1,3,0,1,1,2,3,1,3,5,8,7,6,9,9,2,2,2,,8,1,1
"05090201201007","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,7,1,10,0,1,1,2,3,1,3,1,8,7,6,9,9,2,2,2,,8,1,1
"05090201201010","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,10,1,14,0,1,1,2,3,1,3,1,8,7,6,9,9,2,2,2,,8,1,1
"05090201201013","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,13,1,12,0,1,1,2,3,1,3,1,8,7,6,9,9,2,2,2,,8,1,1
"05090201201016","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,16,1,20,0,1,1,2,3,1,3,1,8,7,6,9,9,2,2,2,,8,1,1
"05090201201019","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,19,1,6,0,1,1,2,3,1,3,1,8,7,6,9,9,2,2,2,,8,1,1
"05090201201022","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,22,1,7,,1,1,2,3,2,3,1,8,7,6,9,9,2,2,2,,8,1,1
"05090201201025","05090201201",1,302.957489013672,5,9,2,8,88,12,1,25,1,2,0,1,1,2,3,1,3,1,8,7,6,9,9,2,2,2,,8,1,1
"05090201201026","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,26,1,8,0,1,1,2,3,1,3,1,8,7,6,9,9,2,2,2,,8,1,1
"05090201201028","05090201201",1,1211.82995605469,5,9,2,8,88,12,1,28,1,3,,1,1,2,2,1,3,1,8,7,6,9,9,2,2,2,,8,1,1
"05090302001002","05090302001",1,909.205749511719,5,9,3,8,88,20,1,2,1,,1,1,1,2,6,1,1,1,8,7,4,9,9,2,2,2,,9,1,1
"05090302001012","05090302001",1,909.205749511719,5,9,3,8,88,20,1,12,1,0,1,1,1,2,6,1,1,1,8,7,4,9,9,2,2,2,,9,1,1
"05090302001014","05090302001",1,909.205749511719,5,9,3,8,88,20,1,14,1,0,1,1,1,2,6,1,1,1,8,7,4,9,9,2,2,2,,9,1,1
"05090302001020","05090302001",1,909.205749511719,5,9,3,8,88,20,1,20,1,,1,1,1,2,6,1,1,5,8,7,4,9,9,2,2,2,,9,1,1
"05090302001026","05090302001",1,909.205749511719,5,9,3,8,88,20,1,26,1,,1,1,1,2,6,1,1,1,8,7,4,9,9,2,2,2,,9,1,1
"05090302001032","05090302001",1,909.205749511719,5,9,3,8,88,20,1,32,1,,1,1,1,2,6,1,1,5,8,7,4,9,9,2,2,2,,9,1,1
"05090302001044","05090302001",1,909.205749511719,5,9,3,8,88,20,1,44,1,,1,1,1,2,6,1,1,1,8,7,4,9,9,2,2,2,,9,1,1
"05090302001050","05090302001",1,909.205749511719,5,9,3,8,88,20,1,50,1,,1,1,1,2,6,1,1,5,8,7,6,9,9,2,2,1,2,9,1,1
"05090302001056","05090302001",1,909.205749511719,5,9,3,8,88,20,1,56,1,0,1,1,1,2,6,1,1,1,8,7,4,9,9,2,2,2,,9,1,1
"05090302602001","05090302602",1,986.299133300781,5,9,3,8,88,26,2,1,1,20,0,1,2,2,6,1,2,1,8,7,4,7,7,2,2,1,1,9,1,1
"05090302602003","05090302602",1,505.794403076172,5,9,3,8,88,26,2,3,1,3,0,1,1,1,3,1,3,1,8,7,4,8,8,2,2,2,,9,1,1
"05090302602008","05090302602",1,986.299133300781,5,9,3,8,88,26,2,8,2,9,0,1,1,2,3,1,3,1,8,7,4,8,8,2,2,2,,9,1,1
"05090302602016","05090302602",1,986.299133300781,5,9,3,8,88,26,2,16,1,50,0,1,1,1,3,1,1,1,6,7,4,8,8,2,2,2,,9,1,1
"05090302602023","05090302602",1,986.299133300781,5,9,3,8,88,26,2,23,1,2,0,1,1,1,1,1,3,1,5,7,4,8,8,2,2,2,,8,1,1
"05090302602029","05090302602",1,986.299133300781,5,9,3,8,88,26,2,29,1,2,0,1,1,1,1,1,3,1,6,7,4,8,8,2,2,2,,9,1,1
"05090302602035","05090302602",1,986.299133300781,5,9,3,8,88,26,2,35,1,24,0,1,1,2,3,1,3,1,6,7,4,8,8,2,2,2,,8,1,1
"05090302602041","05090302602",1,986.299133300781,5,9,3,8,88,26,2,41,1,3,2,1,1,1,1,5,3,1,8,7,4,8,8,2,2,2,,8,1,1
"05090302602047","05090302602",1,986.299133300781,5,9,3,8,88,26,2,47,1,10,,1,1,2,3,1,3,1,8,7,4,8,8,2,2,2,,9,1,1
"05090302602053","05090302602",1,505.794403076172,5,9,3,8,88,26,2,53,1,15,0,1,1,2,3,1,3,1,8,7,4,8,8,2,2,2,,9,1,1
"05090302602054","05090302602",1,986.299133300781,5,9,3,8,88,26,2,54,1,15,0,1,1,1,3,1,3,1,8,7,4,8,8,2,2,2,,9,1,1
"05090302602061","05090302602",1,986.299133300781,5,9,3,8,88,26,2,61,1,5,0,1,1,1,3,1,3,1,6,7,4,8,8,2,2,2,,9,1,1
"05090303404001","05090303404",1,1003.33502197266,5,9,3,8,88,34,4,1,1,17,0,1,1,18,6,1,3,1,8,7,4,9,9,2,2,2,,8,1,1
"05090303404007","05090303404",1,1003.33502197266,5,9,3,8,88,34,4,7,1,20,,1,1,1,3,1,2,1,8,7,4,9,9,2,2,2,,8,1,1
"05090303404013","05090303404",1,1003.33502197266,5,9,3,8,88,34,4,13,1,20,,1,1,1,3,1,3,1,8,7,4,9,9,2,2,2,,8,1,1
"05090303404019","05090303404",1,1003.33502197266,5,9,3,8,88,34,4,19,1,20,,1,1,1,3,1,3,2,8,7,4,9,9,2,2,2,,8,1,1
"05090303404023","05090303404",1,116.666854858398,5,9,3,8,88,34,4,23,1,12,0,1,1,18,6,1,3,5,8,7,4,9,9,2,2,2,,8,1,1
"05090303404026","05090303404",1,1003.33502197266,5,9,3,8,88,34,4,26,1,10,,1,1,1,3,1,3,5,8,7,4,9,9,2,2,2,,8,1,1
"05090303404032","05090303404",1,1003.33502197266,5,9,3,8,88,34,4,32,1,10,0,1,1,1,3,1,2,2,8,7,4,11,9,2,2,2,,8,1,1
"05090303404037","05090303404",1,116.666854858398,5,9,3,8,88,34,4,37,1,21,,1,1,1,3,1,1,5,8,7,4,9,9,2,2,2,,8,1,1
"05090303404039","05090303404",1,1003.33502197266,5,9,3,8,88,34,4,39,1,10,0,1,1,1,3,1,2,5,8,7,4,9,9,2,2,2,,8,1,1
"05090303404045","05090303404",1,1003.33502197266,5,9,3,8,88,34,4,45,1,10,,1,1,1,3,1,3,5,8,7,4,9,9,2,2,2,,8,1,1
"05090303404051","05090303404",1,1003.33502197266,5,9,3,8,88,34,4,51,1,5,,1,1,18,6,1,3,5,8,7,4,9,9,2,2,2,,8,1,1
"05090303404057","05090303404",1,1003.33502197266,5,9,3,8,88,34,4,57,1,10,,1,1,18,6,1,3,5,8,7,4,9,9,2,2,2,,8,1,1
"05090400101014","05090400101",0,361.611114501953,5,9,4,1,1,1,1,14,1,2,0,3,1,2,3,1,2,1,6,7,6,4,4,2,2,2,,9,1,1
"05090400101035","05090400101",0,361.611114501953,5,9,4,1,1,1,1,35,1,1,1,3,1,2,6,1,2,1,8,7,6,4,4,2,2,1,1,8,1,1
"05090400101056","05090400101",0,361.611114501953,5,9,4,1,1,1,1,56,1,2,6,1,1,2,3,1,2,1,8,7,3,4,4,2,2,2,,9,1,2
"05090400101077","05090400101",0,361.611114501953,5,9,4,1,1,1,1,77,1,2,4,2,1,2,3,1,1,1,8,7,3,4,4,2,1,2,,9,1,2
"05090400101098","05090400101",0,361.611114501953,5,9,4,1,1,1,1,98,1,10,5,1,1,1,3,1,2,1,6,7,3,4,4,2,2,1,2,9,2,1
"05090400101119","05090400101",0,361.611114501953,5,9,4,1,1,1,1,119,1,2,0,1,1,1,3,1,2,1,6,7,6,4,4,2,2,2,,1,2,2
"05090400101140","05090400101",0,361.611114501953,5,9,4,1,1,1,1,140,1,10,0,1,2,1,1,1,2,1,6,7,3,4,4,2,2,2,,8,1,2
"05090400101161","05090400101",0,361.611114501953,5,9,4,1,1,1,1,161,,,,,,,,,,,,,,,,,,,,,,
"05090400101182","05090400101",0,361.611114501953,5,9,4,1,1,1,1,182,1,0,2,1,2,1,1,1,2,1,6,7,6,4,4,2,2,2,,8,1,1
"05090400101203","05090400101",0,361.611114501953,5,9,4,1,1,1,1,203,1,5,2,1,1,18,3,1,1,1,3,7,6,4,4,2,2,2,,8,1,1
"05090400101224","05090400101",0,361.611114501953,5,9,4,1,1,1,1,224,1,5,3,1,1,1,3,3,2,1,8,7,6,4,4,2,2,2,,8,1,1
"05090400101245","05090400101",0,361.611114501953,5,9,4,1,1,1,1,245,1,0,1,1,1,2,9,1,1,1,8,7,6,4,4,2,2,2,,8,1,1
"05090400302001","05090400302",1,866.40380859375,5,9,4,8,88,3,2,1,1,4,0,1,1,2,3,1,2,1,8,7,3,7,9,2,1,2,,9,1,1
"05090400302004","05090400302",1,866.40380859375,5,9,4,8,88,3,2,4,1,10,0,1,1,2,3,1,2,1,8,7,6,9,9,2,1,2,,12,1,1
"05090400302007","05090400302",1,866.40380859375,5,9,4,8,88,3,2,7,1,13,0,1,1,2,3,1,2,1,8,7,6,9,9,2,1,1,2,8,1,1
"05090400302010","05090400302",1,866.40380859375,5,9,4,8,88,3,2,10,1,12,0,1,1,2,3,1,2,1,8,7,6,9,9,2,1,2,,8,1,
"05090400302014","05090400302",1,866.40380859375,5,9,4,8,88,3,2,14,1,6,0,1,1,1,3,1,2,1,8,7,6,9,9,2,1,2,,9,1,1
"05090400302017","05090400302",1,866.40380859375,5,9,4,8,88,3,2,17,1,8,0,1,1,2,3,1,2,1,8,7,6,9,9,2,1,2,,9,1,1
"05090400302018","05090400302",1,676.877990722656,5,9,4,8,88,3,2,18,1,3,0,1,1,2,3,1,2,1,8,7,6,9,9,2,1,2,,12,1,1
"05090400302021","05090400302",1,866.40380859375,5,9,4,8,88,3,2,21,1,3,0,1,1,2,3,1,2,1,8,7,4,9,9,2,1,2,,12,1,1
"05090400302024","05090400302",1,866.40380859375,5,9,4,8,88,3,2,24,1,14,0,1,1,1,3,1,2,1,8,7,6,9,9,2,1,2,,12,1,1
"05090400302027","05090400302",1,866.40380859375,5,9,4,8,88,3,2,27,1,8,0,1,1,2,3,1,1,1,8,7,6,9,9,2,1,2,,12,1,1
"05090400302030","05090400302",1,866.40380859375,5,9,4,8,88,3,2,30,1,8,3,1,1,2,3,1,1,1,8,3,6,9,9,2,1,2,,12,1,1
"05090400302033","05090400302",1,676.877990722656,5,9,4,8,88,3,2,33,,,,,,,,,,,,,,,,,,,,,,
"06020100802010","06020100802",1,2272.15380859375,6,2,1,8,88,8,2,10,2,0,11,1,1,1,3,1,3,1,5,5,4,9,9,2,2,2,,2,1,1
"06020100802031","06020100802",1,182.063613891602,6,2,1,8,88,8,2,31,2,0,11,3,1,1,3,1,1,1,6,7,6,9,9,1,2,2,,8,1,1
"06020100802042","06020100802",1,2272.15380859375,6,2,1,8,88,8,2,42,1,3,9,1,1,1,3,1,3,2,5,5,3,9,9,2,1,2,,8,1,1
"06020100802072","06020100802",1,2272.15380859375,6,2,1,8,88,8,2,72,1,4,8,2,1,1,1,1,3,2,5,7,4,9,9,2,2,2,,8,1,1
"06020100802102","06020100802",1,2272.15380859375,6,2,1,8,88,8,2,102,1,17,6,1,1,1,3,1,3,1,5,7,3,3,3,2,2,2,,8,1,1
"06020100802119","06020100802",1,182.063613891602,6,2,1,8,88,8,2,119,1,5,2,1,1,1,3,1,3,1,5,7,6,7,7,2,2,2,,8,1,1
"06020100802133","06020100802",1,2272.15380859375,6,2,1,8,88,8,2,133,1,3,4,1,3,1,1,6,2,2,5,7,6,7,7,2,1,2,,8,1,1
"06020100802164","06020100802",1,2272.15380859375,6,2,1,8,88,8,2,164,1,1,4,4,1,1,3,1,2,1,5,7,4,10,7,2,2,2,,10,1,2
"06020100802194","06020100802",1,2272.15380859375,6,2,1,8,88,8,2,194,1,5,3,1,2,1,1,1,3,2,5,7,4,2,2,2,2,2,,8,1,1
"06020100802225","06020100802",1,2272.15380859375,6,2,1,8,88,8,2,225,2,,9,3,1,1,3,1,1,2,5,7,4,8,8,2,2,2,,8,1,1
"06020100802255","06020100802",1,2272.15380859375,6,2,1,8,88,8,2,255,1,10,5,1,1,1,3,1,3,1,5,5,4,7,7,2,2,2,,8,1,1
"06020100802285","06020100802",1,2272.15380859375,6,2,1,8,88,8,2,285,1,7,7,1,1,1,3,1,3,1,5,5,4,7,7,2,2,2,,8,1,1
"06020400402005","06020400402",1,3075.05810546875,6,2,4,8,88,4,2,5,1,1,2,1,1,1,3,1,2,1,8,7,4,7,7,2,2,2,,12,1,1
"06020400402029","06020400402",1,3075.05810546875,6,2,4,8,88,4,2,29,1,9,5,1,3,1,1,1,3,1,6,7,4,7,7,2,2,2,,2,3,1
"06020400402053","06020400402",1,3075.05810546875,6,2,4,8,88,4,2,53,1,1,1,1,1,1,3,3,1,1,8,7,4,7,7,2,2,2,,12,1,1
"06020400402077","06020400402",1,3075.05810546875,6,2,4,8,88,4,2,77,1,1,1,1,1,1,1,1,1,1,,7,4,7,7,2,2,2,,10,2,2
"06020400402102","06020400402",1,3075.05810546875,6,2,4,8,88,4,2,102,1,1,8,1,1,1,3,1,1,1,8,7,4,7,7,2,2,2,,12,1,1
"06020400402103","06020400402",1,277.032257080078,6,2,4,8,88,4,2,103,1,1,9,2,1,1,1,1,1,1,6,7,4,7,7,2,2,2,,2,2,2
"06020400402127","06020400402",1,3075.05810546875,6,2,4,8,88,4,2,127,2,1,0,1,1,1,3,1,1,1,8,7,4,7,7,2,2,2,,12,1,1
"06020400402151","06020400402",1,3075.05810546875,6,2,4,8,88,4,2,151,1,12,5,1,1,1,3,1,2,1,8,7,4,7,7,2,2,2,,12,1,1
"06020400402176","06020400402",1,3075.05810546875,6,2,4,8,88,4,2,176,1,3,8,1,1,1,3,1,2,1,6,7,4,7,7,2,2,2,,10,1,1
"06020400402200","06020400402",1,3075.05810546875,6,2,4,8,88,4,2,200,1,1,0,1,1,1,3,1,1,1,6,7,4,7,7,2,2,2,,2,4,1
"06020400402224","06020400402",1,3075.05810546875,6,2,4,8,88,4,2,224,1,8,10,1,1,1,3,1,1,1,8,7,4,7,7,2,2,2,,12,1,1
"06020400402266","06020400402",1,277.032257080078,6,2,4,8,88,4,2,266,2,,5,3,1,1,3,1,1,5,6,7,4,7,7,2,2,2,,8,1,1
"06020701002001","06020701002",1,2738.32763671875,6,2,7,8,88,10,2,1,1,8,,2,2,17,3,1,1,1,5,7,4,9,9,2,2,2,,8,,1
"06020701002019","06020701002",1,2738.32763671875,6,2,7,8,88,10,2,19,1,4,,1,1,17,3,1,1,1,5,7,4,9,9,2,2,2,,8,,1
"06020701002038","06020701002",1,2738.32763671875,6,2,7,8,88,10,2,38,1,5,4,1,3,1,1,1,3,2,5,7,4,9,9,1,1,2,,8,,1
"06020701002041","06020701002",1,963.230895996094,6,2,7,8,88,10,2,41,1,1,5,3,0,1,1,6,1,1,6,7,4,9,9,2,2,2,,8,,2
"06020701002061","06020701002",1,2738.32763671875,6,2,7,8,88,10,2,61,1,4,2,1,1,1,1,1,3,1,5,7,4,9,9,2,2,2,,8,,1
"06020701002065","06020701002",1,963.230895996094,6,2,7,8,88,10,2,65,2,,5,3,0,1,1,1,1,1,8,7,4,9,9,2,2,2,,8,,1
"06020701002082","06020701002",1,2738.32763671875,6,2,7,8,88,10,2,82,1,,5,3,1,17,3,1,1,1,8,7,4,9,9,2,2,2,,8,,1
"06020701002101","06020701002",1,2738.32763671875,6,2,7,8,88,10,2,101,2,,3,3,0,1,1,1,3,1,6,7,4,9,9,2,1,2,,8,,1
"06020701002119","06020701002",1,2738.32763671875,6,2,7,8,88,10,2,119,1,12,,1,0,17,3,2,1,1,8,7,5,7,7,2,2,2,,8,,1
"06020701002137","06020701002",1,2738.32763671875,6,2,7,8,88,10,2,137,1,7,4,1,1,17,3,1,3,1,8,7,4,7,7,2,2,2,,8,2,1
"06020701002156","06020701002",1,2738.32763671875,6,2,7,8,88,10,2,156,1,18,2,2,0,17,3,1,1,2,8,7,4,7,7,2,2,2,,10,,1
"06020701002175","06020701002",1,2738.32763671875,6,2,7,8,88,10,2,175,1,6,4,1,0,17,3,1,3,2,8,7,4,7,7,2,2,2,,8,,1
"06030100301002","06030100301",1,2530.673828125,6,3,1,8,88,3,1,2,1,5,0,1,1,1,1,1,3,2,5,7,6,9,9,2,2,1,1,8,1,1
"06030100301021","06030100301",1,2530.673828125,6,3,1,8,88,3,1,21,1,10,0,1,1,1,3,1,3,1,5,7,4,9,9,2,2,2,,8,1,1
"06030100301040","06030100301",1,2530.673828125,6,3,1,8,88,3,1,40,1,5,0,1,1,1,3,1,2,1,8,7,4,9,9,2,2,2,,11,1,1
"06030100301058","06030100301",1,2530.673828125,6,3,1,8,88,3,1,58,1,1,0,1,1,5,1,1,3,1,6,7,3,9,9,2,2,1,2,8,1,1
"06030100301076","06030100301",1,2530.673828125,6,3,1,8,88,3,1,76,1,7,0,1,1,1,3,1,2,1,8,7,4,7,7,2,2,2,,12,1,1
"06030100301094","06030100301",1,2530.673828125,6,3,1,8,88,3,1,94,1,8,0,1,2,1,1,1,3,5,5,7,4,9,9,2,1,1,1,8,1,1
"06030100301121","06030100301",1,2530.673828125,6,3,1,8,88,3,1,121,1,2,0,1,1,1,3,1,1,1,8,7,3,7,7,2,2,2,,12,1,1
"06030100301140","06030100301",1,2530.673828125,6,3,1,8,88,3,1,140,1,13,0,1,2,1,3,1,3,1,5,7,4,7,7,2,2,1,3,8,1,1
"06030100301159","06030100301",1,2530.673828125,6,3,1,8,88,3,1,159,1,2,6,1,1,1,3,1,3,2,5,7,3,7,7,2,2,1,1,8,1,1
"06030100301177","06030100301",1,2530.673828125,6,3,1,8,88,3,1,177,1,4,0,1,1,1,3,1,1,1,6,7,4,7,7,2,2,2,,12,1,1
"06030100301216","06030100301",1,3853.81787109375,6,3,1,8,88,3,1,216,1,6,5,3,2,1,1,1,1,1,8,7,4,9,9,2,1,1,1,3,2,2
"06030100301246","06030100301",1,3853.81787109375,6,3,1,8,88,3,1,246,1,2,0,2,1,1,1,1,1,1,8,7,4,9,9,2,2,2,,8,1,1
"06030304202001","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,1,1,12,3,1,4,1,1,10,3,2,5,7,4,7,7,2,2,2,,8,1,1
"06030304202007","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,7,1,10,,1,2,1,3,1,3,2,5,7,3,6,6,2,2,2,,8,1,1
"06030304202010","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,10,1,17,,1,1,1,3,1,2,2,5,7,4,7,7,2,2,2,,12,1,1
"06030304202016","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,16,1,15,,1,3,1,1,1,3,2,5,7,3,7,7,2,1,2,,8,1,1
"06030304202019","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,19,1,16,,1,2,1,3,1,2,2,5,7,4,7,7,2,2,2,,8,1,1
"06030304202028","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,28,1,13,5,1,1,1,3,1,2,2,5,7,4,7,7,2,1,2,,10,1,1
"06030304202037","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,37,1,16,,1,2,1,1,1,3,2,5,7,4,7,7,2,2,2,,8,1,1
"06030304202046","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,46,1,10,5,1,2,1,1,1,3,2,5,7,3,7,7,2,2,2,,8,1,1
"06030304202055","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,55,1,8,10,1,1,1,3,1,1,2,9,7,4,7,7,2,1,2,,8,1,1
"06030304202064","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,64,1,11,6,1,2,1,1,1,3,2,5,7,4,7,7,2,2,2,,8,1,1
"06030304202073","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,73,1,11,2,1,1,1,3,1,1,2,5,7,4,7,7,2,2,2,,8,1,1
"06030304202082","06030304202",1,4577.81298828125,6,3,3,8,88,42,2,82,1,7,10,1,3,1,1,1,3,2,5,7,5,7,7,2,1,2,,8,1,1
"06030500102007","06030500102",0,1937.01049804688,6,3,5,1,1,1,2,7,1,4,6,1,4,1,1,1,3,2,5,7,3,8,8,1,2,1,2,2,5,1
"06030500102024","06030500102",0,1937.01049804688,6,3,5,1,1,1,2,24,1,2,8,1,5,1,1,1,2,2,5,7,4,5,5,2,2,2,,1,3,2
"06030500102041","06030500102",0,1937.01049804688,6,3,5,1,1,1,2,41,1,4,0,1,3,1,1,1,3,2,5,7,4,5,5,2,2,2,,1,3,2
"06030500102058","06030500102",0,1937.01049804688,6,3,5,1,1,1,2,58,1,15,10,1,4,1,1,1,3,2,5,7,4,5,5,2,2,2,,9,1,1
