"household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_s9q01","hh_s9q02_a","hh_s9q02_b","hh_s9q03","hh_s9q04","hh_s9q05","hh_s9q06","hh_s9q07","hh_s9q08","hh_s9q09","hh_s9q10","hh_s9q11","hh_s9q12","hh_s9q13","hh_s9q14","hh_s9q15","hh_s9q16","hh_s9q17","hh_s9q18","hh_s9q19","hh_s9q20","hh_s9q21"
"03060402001037","03060402001",1,5867.81591796875,3,6,4,8,88,20,1,37,1,25,5,1,3,1,1,1,2,1,5,7,5,4,4,2,2,2,,10,1,1
"03060402001055","03060402001",1,5867.81591796875,3,6,4,8,88,20,1,55,1,5,3,1,4,1,1,1,2,1,5,7,5,4,4,2,2,2,,10,1,1
"03060402001073","03060402001",1,5867.81591796875,3,6,4,8,88,20,1,73,1,6,2,1,3,1,1,1,2,1,8,7,5,4,4,2,2,2,,10,1,1
"03060402001091","03060402001",1,5867.81591796875,3,6,4,8,88,20,1,91,1,6,3,1,4,1,1,1,1,2,4,7,5,4,4,2,2,2,,10,1,1
"03060402001109","03060402001",1,5867.81591796875,3,6,4,8,88,20,1,109,1,6,1,1,3,1,1,1,2,1,5,7,5,4,4,2,2,2,,10,1,1
"03060402001127","03060402001",1,5867.81591796875,3,6,4,8,88,20,1,127,1,1,8,1,1,1,3,1,2,1,8,7,5,4,4,2,2,2,,10,1,2
"03060402001145","03060402001",1,5867.81591796875,3,6,4,8,88,20,1,145,1,4,3,1,4,1,1,1,2,1,8,7,5,4,4,2,2,2,,10,1,1
"03060402001163","03060402001",1,5867.81591796875,3,6,4,8,88,20,1,163,1,10,,1,3,1,1,1,2,1,5,7,5,9,9,2,2,2,,10,1,1
"03060602103004","03060602103",1,6681.53955078125,3,6,6,8,88,21,3,4,1,15,5,1,2,1,1,1,3,3,8,7,5,10,9,2,2,2,,1,2,5
"03060602103022","03060602103",1,6681.53955078125,3,6,6,8,88,21,3,22,1,17,10,1,3,1,1,1,3,1,8,7,5,9,9,2,2,2,,1,2,1
"03060602103036","03060602103",1,1199.25073242188,3,6,6,8,88,21,3,36,1,5,4,1,1,1,3,1,1,1,8,7,4,9,9,2,2,2,,10,1,5
"03060602103041","03060602103",1,6681.53955078125,3,6,6,8,88,21,3,41,1,5,5,1,3,1,1,1,3,3,8,7,5,7,7,2,2,2,,1,2,5
"03060602103059","03060602103",1,6681.53955078125,3,6,6,8,88,21,3,59,1,16,4,1,3,1,1,1,3,3,5,7,5,7,7,2,2,2,,2,2,5
"03060602103077","03060602103",1,6681.53955078125,3,6,6,8,88,21,3,77,2,,8,1,3,1,1,1,3,3,8,7,5,7,7,2,2,1,5,10,1,5
"03060602103097","03060602103",1,6681.53955078125,3,6,6,8,88,21,3,97,1,14,10,1,2,1,1,1,3,1,8,7,5,7,7,2,2,2,,1,2,5
"03060602103104","03060602103",1,1199.25073242188,3,6,6,8,88,21,3,104,1,10,4,1,1,1,3,1,1,1,8,7,4,10,9,2,2,2,,10,1,2
"03060602103117","03060602103",1,6681.53955078125,3,6,6,8,88,21,3,117,1,10,7,1,3,1,1,1,3,3,5,7,5,7,7,2,2,2,,1,2,5
"03060602103135","03060602103",1,6681.53955078125,3,6,6,8,88,21,3,135,1,17,5,1,4,1,1,1,3,3,8,7,5,7,7,2,2,2,,1,2,5
"03060602103154","03060602103",1,6681.53955078125,3,6,6,8,88,21,3,154,1,2,2,1,2,1,1,1,3,1,8,7,5,9,9,2,2,2,,2,2,5
"03060602103172","03060602103",1,6681.53955078125,3,6,6,8,88,21,3,172,1,13,10,1,2,1,1,1,3,3,8,7,5,7,7,2,2,2,,8,1,5
"03060901807004","03060901807",1,7929.958984375,3,6,9,8,88,18,7,4,1,11,10,1,2,1,1,1,3,1,5,7,5,7,7,2,2,2,,10,1,1
"03060901807019","03060901807",1,7929.958984375,3,6,9,8,88,18,7,19,1,10,9,1,2,1,1,1,3,1,5,7,5,7,7,2,2,2,,10,1,1
"03060901807040","03060901807",1,5251.62841796875,3,6,9,8,88,18,7,40,1,,5,1,4,1,1,1,1,2,5,7,4,8,8,2,2,2,,2,4,2
"03060901807043","03060901807",1,7929.958984375,3,6,9,8,88,18,7,43,1,20,0,2,3,1,1,1,3,2,5,7,5,8,9,2,2,2,,1,2,2
"03060901807065","03060901807",1,7929.958984375,3,6,9,8,88,18,7,65,1,27,0,2,2,1,1,1,1,1,6,7,5,8,8,2,2,2,,10,1,1
"03060901807074","03060901807",1,5251.62841796875,3,6,9,8,88,18,7,74,1,2,0,1,3,1,1,5,3,2,5,3,3,11,10,2,2,2,,2,2,2
"03060901807081","03060901807",1,7929.958984375,3,6,9,8,88,18,7,81,1,6,5,1,2,1,1,1,3,1,5,7,5,8,8,2,2,2,,10,1,1
"03060901807096","03060901807",1,7929.958984375,3,6,9,8,88,18,7,96,1,6,11,1,2,1,1,1,3,2,5,7,5,8,8,2,2,2,,10,1,1
"03060901807113","03060901807",1,7929.958984375,3,6,9,8,88,18,7,113,1,20,0,1,2,1,1,1,3,1,5,7,5,9,9,2,2,2,,10,1,1
"03060901807128","03060901807",1,7929.958984375,3,6,9,8,88,18,7,128,1,7,0,1,2,1,1,1,3,1,5,7,5,8,8,2,2,2,,10,1,1
"03060901807143","03060901807",1,7929.958984375,3,6,9,8,88,18,7,143,1,10,0,1,2,1,1,1,3,2,5,7,5,8,8,2,2,2,,10,1,1
"03060901807159","03060901807",1,7929.958984375,3,6,9,8,88,18,7,159,1,6,0,1,2,1,1,1,3,1,5,7,5,8,7,2,2,2,,10,1,1
"03061102207003","03061102207",1,8680.4580078125,3,6,11,8,88,22,7,3,1,26,7,1,2,1,1,1,3,1,8,7,4,8,8,2,2,2,,10,1,1
"03061102207013","03061102207",1,8680.4580078125,3,6,11,8,88,22,7,13,1,48,11,1,2,1,1,1,3,1,8,7,4,8,8,2,2,2,,10,1,1
"03061102207018","03061102207",1,8680.4580078125,3,6,11,8,88,22,7,18,1,7,6,1,2,1,1,1,3,1,8,7,4,8,8,2,2,2,,10,1,1
"03061102207033","03061102207",1,8680.4580078125,3,6,11,8,88,22,7,33,1,16,3,1,1,1,3,1,1,1,8,7,4,8,7,2,2,2,,10,1,1
"03061102207048","03061102207",1,8680.4580078125,3,6,11,8,88,22,7,48,1,1,8,1,1,1,3,1,1,1,8,7,4,8,8,2,2,2,,10,1,1
"03061102207063","03061102207",1,8680.4580078125,3,6,11,8,88,22,7,63,1,2,10,1,2,1,1,1,3,1,8,7,4,8,8,2,2,2,,10,1,1
"03061102207093","03061102207",1,8680.4580078125,3,6,11,8,88,22,7,93,1,6,10,1,1,1,3,1,1,1,8,7,4,8,8,2,2,2,,10,1,1
"03061102207108","03061102207",1,8680.4580078125,3,6,11,8,88,22,7,108,1,7,5,1,1,1,1,1,1,1,8,7,4,8,8,2,2,2,,10,1,1
"03061102207123","03061102207",1,507.629119873047,3,6,11,8,88,22,7,123,1,3,10,1,1,1,3,1,1,1,8,7,4,8,8,2,2,2,,10,1,1
"03061102207124","03061102207",1,8680.4580078125,3,6,11,8,88,22,7,124,1,8,8,1,2,1,1,1,3,1,7,7,4,8,8,2,2,2,,10,1,1
"03061102207139","03061102207",1,8680.4580078125,3,6,11,8,88,22,7,139,2,10,10,1,2,1,1,1,3,1,8,7,4,8,8,2,2,2,,10,1,1
"03061400105012","03061400105",0,1561.55029296875,3,6,14,1,1,1,5,12,1,,2,1,2,1,1,1,1,1,3,7,3,5,5,2,2,2,,2,3,2
"03061400105024","03061400105",0,1561.55029296875,3,6,14,1,1,1,5,24,1,1,3,3,1,1,1,1,1,5,6,7,8,3,3,2,2,2,,2,4,7
"03061400105048","03061400105",0,1561.55029296875,3,6,14,1,1,1,5,48,1,3,,3,2,1,1,1,3,1,5,7,3,5,5,2,2,2,,1,5,2
"03061400105060","03061400105",0,1561.55029296875,3,6,14,1,1,1,5,60,1,,7,1,2,7,1,1,1,1,3,3,3,2,2,2,2,1,2,1,4,2
"03061400105072","03061400105",0,1561.55029296875,3,6,14,1,1,1,5,72,1,,7,3,1,1,1,1,3,1,8,7,6,5,5,2,2,2,,1,5,1
"03061400105084","03061400105",0,1561.55029296875,3,6,14,1,1,1,5,84,1,2,6,3,1,1,1,1,1,5,6,7,6,3,3,2,2,2,,2,3,12
"03061400105108","03061400105",0,1561.55029296875,3,6,14,1,1,1,5,108,1,3,0,3,3,1,1,1,3,1,5,7,6,5,5,2,2,2,,2,4,2
"03061400105120","03061400105",0,1561.55029296875,3,6,14,1,1,1,5,120,1,1,6,1,1,1,1,1,3,1,6,7,6,3,3,1,2,2,,2,4,7
"03061400105132","03061400105",0,1561.55029296875,3,6,14,1,1,1,5,132,1,7,0,3,2,1,1,1,3,1,4,7,3,5,5,2,2,2,,2,4,2
"03061400105144","03061400105",0,1561.55029296875,3,6,14,1,1,1,5,144,1,3,,3,1,1,1,1,1,5,5,7,3,5,5,2,2,2,,2,6,1
"03061601207001","03061601207",1,6235.796875,3,6,16,8,88,12,7,1,1,8,10,1,1,1,3,1,1,1,8,7,5,8,8,2,2,2,,10,1,1
"03061601207013","03061601207",1,6235.796875,3,6,16,8,88,12,7,13,2,0,9,1,1,1,1,1,3,1,8,7,5,8,8,2,2,2,,10,1,1
"03061601207019","03061601207",1,6235.796875,3,6,16,8,88,12,7,19,1,1,0,1,3,1,1,1,3,1,8,7,5,8,8,2,2,2,,10,1,1
"03061601207037","03061601207",1,6235.796875,3,6,16,8,88,12,7,37,1,5,6,1,3,1,1,1,3,1,8,7,5,7,7,2,2,1,2,10,1,1
"03061601207055","03061601207",1,6235.796875,3,6,16,8,88,12,7,55,1,1,10,1,1,1,3,1,2,1,8,7,5,7,8,2,2,2,,10,1,1
"03061601207073","03061601207",1,6235.796875,3,6,16,8,88,12,7,73,1,3,9,1,3,1,1,1,3,1,8,7,5,8,8,2,2,2,,8,1,1
"03061601207091","03061601207",1,6235.796875,3,6,16,8,88,12,7,91,1,9,11,1,3,1,1,1,3,1,8,7,5,8,8,2,2,2,,8,1,1
"03061601207109","03061601207",1,6235.796875,3,6,16,8,88,12,7,109,1,4,10,1,3,1,1,1,3,1,8,7,5,7,7,2,2,2,,10,1,1
"03061601207121","03061601207",1,6235.796875,3,6,16,8,88,12,7,121,1,4,10,1,2,1,1,1,3,2,8,7,5,7,7,2,2,2,,10,1,1
"03061601207145","03061601207",1,6235.796875,3,6,16,8,88,12,7,145,1,4,1,4,1,1,1,1,3,1,8,7,5,8,8,2,2,2,,10,1,1
"03061601207152","03061601207",1,1483.1083984375,3,6,16,8,88,12,7,152,1,8,0,1,1,1,3,1,1,1,8,7,8,8,8,1,2,2,,10,1,5
"03061601207164","03061601207",1,6235.796875,3,6,16,8,88,12,7,164,1,9,11,1,2,1,1,1,1,1,8,7,5,8,8,2,2,2,,10,1,1
"03070101406004","03070101406",1,6397.40234375,3,7,1,8,88,14,6,4,1,6,0,1,3,1,1,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070101406016","03070101406",1,6397.40234375,3,7,1,8,88,14,6,16,1,8,0,1,1,1,3,1,1,1,7,7,4,7,7,2,2,2,,10,1,1
"03070101406022","03070101406",1,6397.40234375,3,7,1,8,88,14,6,22,1,3,8,1,2,1,1,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070101406040","03070101406",1,6397.40234375,3,7,1,8,88,14,6,40,1,6,3,1,2,1,1,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070101406058","03070101406",1,6397.40234375,3,7,1,8,88,14,6,58,1,4,3,1,2,1,1,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070101406076","03070101406",1,6397.40234375,3,7,1,8,88,14,6,76,1,11,0,1,2,1,1,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070101406094","03070101406",1,6397.40234375,3,7,1,8,88,14,6,94,1,1,8,1,1,1,3,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070101406112","03070101406",1,6397.40234375,3,7,1,8,88,14,6,112,1,5,5,1,2,1,1,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070101406130","03070101406",1,6397.40234375,3,7,1,8,88,14,6,130,1,5,7,1,1,1,3,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070101406142","03070101406",1,364.618804931641,3,7,1,8,88,14,6,142,1,3,0,2,1,1,3,1,2,1,8,7,4,7,7,2,2,2,,10,1,2
"03070101406149","03070101406",1,6397.40234375,3,7,1,8,88,14,6,149,1,6,4,1,1,1,3,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070101406167","03070101406",1,6397.40234375,3,7,1,8,88,14,6,167,1,10,0,1,1,1,1,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070300105002","03070300105",1,6774.1865234375,3,7,3,8,88,1,5,2,1,5,,1,1,1,1,1,3,1,8,7,5,7,7,2,2,2,,10,1,1
"03070300105020","03070300105",1,6774.1865234375,3,7,3,8,88,1,5,20,1,3,,1,1,1,1,1,3,1,8,7,5,7,7,2,2,2,,10,1,1
"03070300105027","03070300105",1,664.135925292969,3,7,3,8,88,1,5,27,1,,5,2,1,1,1,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070300105040","03070300105",1,6774.1865234375,3,7,3,8,88,1,5,40,1,5,7,1,1,1,1,1,2,2,8,7,5,7,7,2,2,2,,10,1,1
"03070300105044","03070300105",1,664.135925292969,3,7,3,8,88,1,5,44,1,2,7,1,1,1,1,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070300105059","03070300105",1,6774.1865234375,3,7,3,8,88,1,5,59,1,2,8,1,1,1,1,1,3,1,8,7,5,9,9,2,2,2,,10,1,1
"03070300105077","03070300105",1,6774.1865234375,3,7,3,8,88,1,5,77,1,4,11,1,1,1,1,1,3,1,8,7,5,7,7,2,2,2,,10,1,1
"03070300105095","03070300105",1,6774.1865234375,3,7,3,8,88,1,5,95,1,4,7,1,2,1,1,1,3,1,8,7,5,7,7,2,2,2,,10,1,1
"03070300105113","03070300105",1,6774.1865234375,3,7,3,8,88,1,5,113,1,,10,1,1,1,1,1,3,1,8,7,5,7,7,2,2,2,,10,1,1
"03070300105131","03070300105",1,6774.1865234375,3,7,3,8,88,1,5,131,1,5,11,1,1,1,1,1,3,1,8,7,5,10,9,2,2,2,,8,1,1
"03070300105149","03070300105",1,6774.1865234375,3,7,3,8,88,1,5,149,1,9,7,1,1,1,1,1,3,1,8,7,5,7,7,2,2,2,,10,1,1
"03070300105167","03070300105",1,6774.1865234375,3,7,3,8,88,1,5,167,1,8,,1,1,1,1,1,3,1,5,7,5,7,7,2,2,2,,10,1,1
"03070401302003","03070401302",1,4862.423828125,3,7,4,8,88,13,2,3,1,10,1,1,2,1,1,1,1,1,8,7,5,8,8,2,2,2,,10,1,1
"03070401302017","03070401302",1,4862.423828125,3,7,4,8,88,13,2,17,1,8,9,1,1,1,1,1,3,1,8,7,5,7,7,2,2,2,,10,1,1
"03070401302024","03070401302",1,4862.423828125,3,7,4,8,88,13,2,24,1,2,1,1,2,1,1,1,1,1,6,7,5,8,8,1,2,2,,10,1,1
"03070401302038","03070401302",1,4862.423828125,3,7,4,8,88,13,2,38,1,10,1,1,3,1,1,1,3,1,5,7,5,7,7,2,2,2,,10,1,1
"03070401302045","03070401302",1,4862.423828125,3,7,4,8,88,13,2,45,1,6,7,1,1,1,1,1,3,1,5,7,5,7,7,2,2,2,,10,1,1
"03070401302066","03070401302",1,4862.423828125,3,7,4,8,88,13,2,66,1,7,,1,1,1,3,1,1,1,8,7,4,7,7,2,2,2,,10,1,1
"03070401302087","03070401302",1,4862.423828125,3,7,4,8,88,13,2,87,1,4,1,1,3,1,1,1,3,1,8,7,5,7,7,2,2,1,2,10,1,1
"03070401302108","03070401302",1,4862.423828125,3,7,4,8,88,13,2,108,1,7,,1,3,1,1,1,3,1,8,7,5,8,8,2,2,2,,10,1,1
"03070401302129","03070401302",1,4862.423828125,3,7,4,8,88,13,2,129,1,5,11,1,3,1,1,1,3,1,8,7,5,8,8,2,2,2,,10,1,1
"03070401302150","03070401302",1,4862.423828125,3,7,4,8,88,13,2,150,1,2,1,1,2,1,1,1,3,1,8,7,5,9,9,2,2,2,,10,1,1
"03070401302171","03070401302",1,4862.423828125,3,7,4,8,88,13,2,171,1,8,,1,2,1,1,1,2,1,8,7,4,9,9,2,2,2,,10,1,1
"03070401302192","03070401302",1,4862.423828125,3,7,4,8,88,13,2,192,1,1,1,1,3,1,1,1,3,1,8,7,5,8,8,2,2,2,,10,1,1
"03070500105002","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,2,1,0,2,3,2,1,1,1,3,1,6,7,3,3,3,2,2,2,,2,5,2
"03070500105015","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,15,1,2,4,3,2,1,1,1,3,1,8,7,4,7,7,2,2,2,,2,3,2
"03070500105028","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,28,1,1,1,3,2,1,1,1,3,1,6,7,4,3,3,2,2,2,,2,4,6
"03070500105041","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,41,1,1,10,2,1,1,1,1,1,1,5,7,4,7,7,2,2,2,,2,5,2
"03070500105054","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,54,1,3,7,3,2,1,1,1,3,1,6,7,4,5,5,2,2,2,,2,5,2
"03070500105067","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,67,1,4,11,1,3,1,1,1,3,1,5,7,4,7,7,2,2,2,,2,6,2
"03070500105080","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,80,1,3,8,3,1,1,1,1,3,2,6,7,3,3,3,2,2,2,,2,6,2
"03070500105093","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,93,1,8,1,3,1,1,1,1,3,2,6,7,6,3,3,2,2,2,,2,6,2
"03070500105106","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,106,1,6,5,3,2,1,1,1,1,1,6,7,3,7,7,2,2,2,,2,3,2
"03070500105119","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,119,1,22,5,1,3,1,1,1,3,2,5,7,4,7,7,2,2,2,,1,6,2
"03070500105132","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,132,1,3,,3,2,1,1,1,3,1,6,7,4,7,7,2,2,2,,2,4,2
"03070500105145","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,145,1,0,9,1,3,1,1,1,3,2,5,7,5,7,7,2,2,2,,2,5,2
"03070502405003","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,3,1,9,11,1,2,1,1,1,2,1,8,7,5,7,7,2,2,2,,10,1,1
"03070502405017","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,17,1,4,2,1,2,1,1,1,3,2,5,7,5,7,7,2,2,2,,8,1,1
"03070502405024","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,24,1,3,0,1,1,1,3,1,1,1,5,7,5,7,7,1,2,2,,8,1,1
"03070502405038","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,38,1,2,10,1,2,1,1,1,2,1,6,7,5,7,7,2,2,2,,10,1,1
"03070502405045","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,45,1,2,1,1,1,1,3,1,3,1,5,7,5,7,7,2,2,2,,10,1,1
"03070502405066","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,66,1,7,0,1,2,1,1,1,3,2,5,7,5,7,7,2,2,2,,8,1,1
"03070502405087","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,87,1,1,1,1,1,1,1,1,2,1,8,7,5,7,7,1,2,2,,10,1,1
"03070502405108","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,108,1,4,1,1,2,1,1,1,3,1,8,7,5,7,1,1,2,2,,10,1,1
"03070502405129","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,129,1,,10,1,2,1,1,1,2,1,8,7,5,7,7,2,1,2,,8,1,1
"03070502405150","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,150,1,8,10,1,2,1,1,1,1,1,8,7,5,7,7,1,2,2,,8,1,1
"03070502405171","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,171,1,4,9,1,2,1,1,1,3,2,8,7,5,8,8,2,2,2,,8,1,1
"03070502405192","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,192,1,9,2,1,2,1,1,1,3,1,5,7,5,6,6,2,1,2,,1,1,1
"03070801402002","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,2,1,3,7,4,1,1,6,1,1,1,8,7,4,7,7,2,1,2,,10,1,1
"03070801402016","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,16,1,6,5,1,1,1,1,1,3,1,5,7,5,7,7,2,1,2,,10,1,1
"03070801402023","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,23,2,7,5,1,1,1,1,1,5,1,5,7,5,7,7,2,1,2,,10,1,1
"03070801402037","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,37,1,7,10,1,1,1,1,1,1,3,6,7,5,7,7,2,2,2,,10,1,1
"03070801402044","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,44,1,5,10,1,1,1,1,1,3,1,5,7,6,7,9,2,2,2,,10,1,1
"03070801402065","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,65,1,3,10,1,1,1,1,1,3,1,5,7,5,7,7,2,2,2,,10,1,1
"03070801402086","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,86,1,6,10,1,1,1,1,1,3,1,5,7,5,7,7,2,2,2,,10,1,1
"03070801402107","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,107,1,2,0,1,1,1,1,1,3,1,8,7,5,7,7,2,2,2,,10,1,1
"03070801402128","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,128,2,,10,1,1,1,1,1,3,1,8,7,5,7,7,2,2,2,,10,1,1
"03070801402149","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,149,1,1,0,1,1,1,3,1,1,1,8,7,5,8,8,1,2,2,,10,1,1
"03070801402170","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,170,1,15,9,1,1,1,1,1,1,1,5,7,5,7,7,2,2,2,,10,1,1
"03070801402191","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,191,1,22,10,1,1,1,1,1,3,1,5,7,3,7,7,2,1,2,,10,1,1
"03071001703002","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,2,1,8,,1,3,1,1,1,3,2,5,7,5,7,7,2,2,1,2,8,1,1
"03071001703020","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,20,1,8,,1,1,1,1,1,3,2,5,7,5,7,7,2,2,2,,8,1,1
"03071001703038","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,38,1,5,,1,1,1,1,1,3,2,6,7,5,7,7,2,2,2,,8,1,1
"03071001703056","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,56,1,10,,1,1,1,1,1,3,2,6,7,5,7,7,2,2,2,,10,1,1
"03071001703075","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,75,1,6,7,1,1,1,1,1,1,2,5,7,5,7,7,2,2,2,,8,1,1
"03071001703093","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,93,1,15,,1,1,1,1,1,2,2,6,7,5,7,7,2,2,2,,10,1,1
"03071001703111","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,111,1,15,,1,1,1,1,1,3,2,6,7,5,7,7,2,2,2,,8,1,1
"03071001703119","03071001703",1,778.992980957031,3,7,10,8,88,17,3,119,1,2,0,1,1,1,3,1,2,1,6,7,5,7,7,2,2,2,,8,1,1
"03071001703130","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,130,1,7,2,1,1,1,1,1,3,1,6,7,5,7,7,2,2,1,2,10,1,1
"03071001703148","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,148,1,15,1,1,1,1,1,1,1,1,6,7,5,7,7,2,2,2,,10,1,1
"03071001703166","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,166,1,7,,1,1,1,1,1,1,1,5,7,5,6,6,2,2,2,,8,1,1
"03071301304004","03071301304",1,4802.5703125,3,7,13,8,88,13,4,4,1,15,,1,2,1,1,1,3,1,5,7,5,8,8,2,2,2,,10,1,1
"03071301304022","03071301304",1,4802.5703125,3,7,13,8,88,13,4,22,1,32,0,1,3,1,1,1,3,1,8,7,5,6,6,2,2,2,,10,1,1
"03071301304040","03071301304",1,4802.5703125,3,7,13,8,88,13,4,40,1,15,5,1,1,1,3,1,1,1,5,7,5,7,7,2,2,2,,10,1,1
"03071301304058","03071301304",1,4802.5703125,3,7,13,8,88,13,4,58,1,4,10,1,1,1,1,1,1,5,6,7,5,7,7,2,2,2,,10,1,1
"03071301304078","03071301304",1,4802.5703125,3,7,13,8,88,13,4,78,1,45,,1,3,1,1,1,3,2,5,7,5,7,7,2,2,2,,10,1,1
"03071301304096","03071301304",1,4802.5703125,3,7,13,8,88,13,4,96,1,2,7,1,1,1,3,1,1,1,8,7,5,7,7,2,2,2,,10,1,1
"03071301304114","03071301304",1,4802.5703125,3,7,13,8,88,13,4,114,1,14,7,1,3,1,1,1,3,2,5,7,5,7,7,2,2,2,,11,1,1
"03071301304135","03071301304",1,2365.79833984375,3,7,13,8,88,13,4,135,1,2,0,2,1,1,1,1,1,1,4,7,6,8,8,2,1,2,,13,1,2
"03071301304145","03071301304",1,2365.79833984375,3,7,13,8,88,13,4,145,1,2,0,2,1,1,1,1,1,5,4,7,6,7,7,2,2,2,,11,1,12
"03071301304150","03071301304",1,4802.5703125,3,7,13,8,88,13,4,150,1,37,,1,3,1,1,1,1,1,8,7,5,8,8,2,2,2,,10,1,1
"03071301304168","03071301304",1,4802.5703125,3,7,13,8,88,13,4,168,1,28,,1,3,1,1,1,2,1,5,7,5,9,9,2,2,2,,10,1,1
"03071301304186","03071301304",1,4802.5703125,3,7,13,8,88,13,4,186,1,9,3,1,1,1,3,1,1,1,5,7,5,8,8,2,2,2,,10,1,1
"03080201503003","03080201503",1,2351.7109375,3,8,2,8,88,15,3,3,,,,,,,,,,,,,,,,,,,,,,
"03080201503021","03080201503",1,2351.7109375,3,8,2,8,88,15,3,21,1,13,0,1,1,5,3,1,2,1,8,7,4,9,9,2,2,2,,8,1,1
"03080201503040","03080201503",1,2351.7109375,3,8,2,8,88,15,3,40,,,,,,,,,,,,,,,,,,,,,,
"03080201503059","03080201503",1,2351.7109375,3,8,2,8,88,15,3,59,1,10,10,1,1,5,3,1,3,2,8,7,5,9,9,2,2,2,,8,1,1
"03080201503080","03080201503",1,2351.7109375,3,8,2,8,88,15,3,80,1,23,8,1,1,5,3,1,3,2,5,7,5,7,7,2,2,2,,8,1,1
"03080201503083","03080201503",1,745.664489746094,3,8,2,8,88,15,3,83,1,36,8,1,1,5,3,1,2,1,8,7,4,9,9,2,2,2,,8,1,1
"03080201503103","03080201503",1,2351.7109375,3,8,2,8,88,15,3,103,1,25,9,1,1,5,3,1,2,2,5,7,6,9,9,2,2,2,,2,1,1
"03080201503122","03080201503",1,2351.7109375,3,8,2,8,88,15,3,122,2,0,10,1,1,5,3,1,2,2,8,7,5,9,8,2,2,2,,8,1,5
"03080201503140","03080201503",1,2351.7109375,3,8,2,8,88,15,3,140,1,45,3,1,1,5,3,1,2,2,8,7,5,8,8,2,2,2,,8,1,1
"03080201503158","03080201503",1,2351.7109375,3,8,2,8,88,15,3,158,1,35,2,1,1,5,3,1,2,2,5,7,5,8,4,2,2,2,,8,1,1
"03080201503176","03080201503",1,2351.7109375,3,8,2,8,88,15,3,176,1,14,3,1,1,5,1,1,3,2,5,7,6,9,4,2,2,2,,8,1,5
