best_model,test_accuracy,test_f1_weighted,test_f1_macro,cv_f1_mean,cv_f1_std,mae_quintile,rmse_quintile
Random Forest,0.4081,0.3992,0.3714,0.3839,0.0057,1.005128205128205,1.4736341585129245
