"household_id","ea_id","saq01","rural","pw","adulteq","hh_size","no_conv","no_cons","food_cons_ann","nonfood_cons_ann","educ_cons_ann","total_cons_ann","price_index_hce","nom_totcons_aeq","cons_quint"
"01010500204145","01010500204",1,1,3071.13232421875,2.92000007629395,4,0,0,13208,1276,0,14484,1.03400003910065,4960.27392578125,4
"01010500204169","01010500204",1,1,3071.13232421875,2.23000001907349,3,0,0,8190,2324,0,10514,1.03400003910065,4714.79833984375,4
"01010500204182","01010500204",1,1,1950.92431640625,0.800000011920929,1,0,0,4680,4402,0,9082,1.03400003910065,11352.5,5
"01010500204193","01010500204",1,1,3071.13232421875,4.75999975204468,5,0,0,17716.4002418518,12018,300,30034.400390625,1.03400003910065,6309.74853515625,5
"01010500204217","01010500204",1,1,3071.13232421875,3.60000014305115,5,0,0,7852,1382,0,9234,1.03400003910065,2565,2
"01010600402002","01010600402",1,1,3720.59497070313,3,3,0,0,6188,2567,0,8755,1.03400003910065,2918.33325195313,2
"01010600402014","01010600402",1,1,293.731170654297,0.819999992847443,1,0,0,2730.00012207031,310,0,3040,1.03400003910065,3707.31713867188,3
"01010600402021","01010600402",1,1,3720.59497070313,6.15999984741211,7,0,0,29869.3908691406,4506,53,34428.390625,1.03400003910065,5589.0244140625,4
"01010600402039","01010600402",1,1,3720.59497070313,5.23999977111816,7,0,0,9152,2676,86,11914,1.03400003910065,2273.66430664063,2
"01010600402057","01010600402",1,1,3720.59497070313,4.17999982833862,5,0,0,98709.6846923828,6813,129,105651.6875,1.03400003910065,25275.5234375,5
"01010600402075","01010600402",1,1,3720.59497070313,3.94000005722046,5,0,0,11024.0004882813,965,0,11989,1.03400003910065,3042.89331054688,2
"01010600402094","01010600402",1,1,3720.59497070313,4.55999994277954,6,0,0,322972.000488281,1926,0,324898,1.03400003910065,71249.5625,5
"01010600402112","01010600402",1,1,3720.59497070313,5.81999969482422,7,0,0,18902,3029,171,22102,1.03400003910065,3797.5947265625,3
"01010600402130","01010600402",1,1,3720.59497070313,4.65999984741211,5,0,0,113524.98828125,5405,230,119159.984375,1.03400003910065,25570.8125,5
"01010600402148","01010600402",1,1,3720.59497070313,6.34000015258789,8,0,0,22672.0009765625,2715,158,25545,1.03400003910065,4029.1796875,3
"01010600402160","01010600402",1,1,293.731170654297,2.71999979019165,3,0,0,6188,580,75,6843,1.03400003910065,2515.80908203125,2
"01010600402167","01010600402",1,1,3720.59497070313,1.55999994277954,2,0,0,8424,370,0,8794,1.03400003910065,5637.1796875,4
"01020100207002","01020100207",1,1,2697.60473632813,4.38000011444092,5,0,0,8476,606,0,9082,1.03400003910065,2073.51586914063,1
"01020100207012","01020100207",1,1,2697.60473632813,2.53999996185303,3,0,0,6083.99975585938,406,0,6490,1.03400003910065,2555.1181640625,2
"01020100207017","01020100207",1,1,2697.60473632813,4.32999992370605,6,1,0,,,,,1.03400003910065,,
"01020100207027","01020100207",1,1,2697.60473632813,6.55999994277954,8,0,0,24115.6842041016,824,55,24994.68359375,1.03400003910065,3810.16528320313,3
"01020100207032","01020100207",1,1,2697.60473632813,2.83999991416931,4,0,0,7384,792,0,8176,1.03400003910065,2878.87329101563,2
"01020100207047","01020100207",1,1,2697.60473632813,5.34000015258789,7,0,0,12480,1574,41,14095,1.03400003910065,2639.51293945313,2
"01020100207062","01020100207",1,1,2697.60473632813,1.87999987602234,2,1,0,,,,,1.03400003910065,,
"01020100207077","01020100207",1,1,2697.60473632813,2.89999985694885,3,1,0,,,,,1.03400003910065,,
"01020100207092","01020100207",1,1,2697.60473632813,5.61999988555908,6,0,0,13207.9995117188,1136,155,14499,1.03400003910065,2579.89331054688,2
"01020100207107","01020100207",1,1,2697.60473632813,7.35999965667725,8,1,0,,,,,1.03400003910065,,
"01020100207122","01020100207",1,1,2697.60473632813,3.40000009536743,4,1,0,,,,,1.03400003910065,,
"01020100207137","01020100207",1,1,2697.60473632813,2.71000003814697,4,0,0,8528,949,0,9477,1.03400003910065,3497.0478515625,3
"01020200802002","01020200802",1,1,3456.86206054688,0.740000009536743,1,0,0,4731.99975585938,438,0,5170,1.03400003910065,6986.486328125,5
"01020200802017","01020200802",1,1,3456.86206054688,3.72000002861023,5,0,0,18511.9990234375,3016,85,21613,1.03400003910065,5809.9462890625,4
"01020200802028","01020200802",1,1,3456.86206054688,1,1,0,0,6027.21032714844,702,0,6729.21044921875,1.03400003910065,6729.21044921875,5
"01020200802033","01020200802",1,1,3456.86206054688,4.28999996185303,6,0,0,11175.2095947266,1056,60,12291.2099609375,1.03400003910065,2865.083984375,2
"01020200802048","01020200802",1,1,3456.86206054688,2.72000002861023,4,1,0,,,,,1.03400003910065,,
"01020200802063","01020200802",1,1,3456.86206054688,5.42000007629395,7,0,0,18182.6657714844,2386,110,20678.666015625,1.03400003910065,3815.251953125,3
"01020200802078","01020200802",1,1,3456.86206054688,7.19999980926514,8,0,0,19760,3510,0,23270,1.03400003910065,3231.94458007813,3
"01020200802108","01020200802",1,1,3456.86206054688,3.83999991416931,4,0,0,13658.6662597656,4170,80,17908.666015625,1.03400003910065,4663.71533203125,4
"01020200802120","01020200802",1,1,386.241577148438,0.740000009536743,1,0,0,2132,1554,0,3686,1.03400003910065,4981.0810546875,4
"01020200802124","01020200802",1,1,3456.86206054688,5.90000009536743,8,0,0,25220,1002,150,26372,1.03400003910065,4469.83056640625,4
"01020200802139","01020200802",1,1,3456.86206054688,2.24000000953674,3,0,0,3927.3681640625,222,60,4209.3681640625,1.03400003910065,1879.18225097656,1
"01020200802180","01020200802",1,1,386.241577148438,0.740000009536743,1,1,0,,,,,1.03400003910065,,
"01020301001002","01020301001",1,1,3416.8232421875,6.55999994277954,8,0,0,9538.53350067139,2402,240,12180.533203125,1.03400003910065,1856.78857421875,1
"01020301001017","01020301001",1,1,3416.8232421875,1.87999987602234,2,0,0,5650.66687011719,2036,0,7686.6669921875,1.03400003910065,4088.65283203125,3
"01020301001032","01020301001",1,1,3416.8232421875,1.53999996185303,2,0,0,4593.33312988281,422,0,5015.3330078125,1.03400003910065,3256.70971679688,3
"01020301001047","01020301001",1,1,3416.8232421875,4.71999979019165,6,0,0,7990.66650390625,2274,195,10459.666015625,1.03400003910065,2216.03100585938,2
"01020301001062","01020301001",1,1,3416.8232421875,9.69999980926514,11,0,0,23169.8768310547,498,630,24297.876953125,1.03400003910065,2504.93579101563,2
"01020301001080","01020301001",1,1,3416.8232421875,2.84000015258789,4,0,0,4220.66674804688,1044,140,5404.6669921875,1.03400003910065,1903.05163574219,1
"01020301001095","01020301001",1,1,3416.8232421875,0.819999992847443,1,0,0,2744.44445800781,688,0,3432.4443359375,1.03400003910065,4185.90771484375,3
"01020301001097","01020301001",1,1,1189.40051269531,1.79999995231628,2,1,0,,,,,1.03400003910065,,
"01020301001111","01020301001",1,1,3416.8232421875,6.23999977111816,7,0,0,18096,3512,264,21872,1.03400003910065,3505.12841796875,3
"01020301001128","01020301001",1,1,3416.8232421875,6.36999988555908,8,0,0,8409.26651000977,6629,281,15319.2666015625,1.03400003910065,2404.90844726563,2
"01020301001145","01020301001",1,1,3416.8232421875,8.73999977111816,10,1,0,,,,,1.03400003910065,,
"01020301001152","01020301001",1,1,1189.40051269531,0.740000009536743,1,0,0,4749.33312988281,76,0,4825.3330078125,1.03400003910065,6520.72021484375,5
"01020401702002","01020401702",1,1,4736.44140625,3.75999999046326,5,0,0,14669.0173950195,1368,20,16057.017578125,1.03400003910065,4270.4833984375,4
"01020401702005","01020401702",1,1,969.447082519531,1.70000004768372,2,0,0,5876,2872,150,8898,1.03400003910065,5234.11767578125,4
"01020401702018","01020401702",1,1,4736.44140625,7.30999994277954,9,0,0,21835.2104492188,5028,490,27353.2109375,1.03400003910065,3741.88940429688,3
"01020401702033","01020401702",1,1,4736.44140625,7.37999963760376,8,0,0,25568.0347900391,3261,235,29064.03515625,1.03400003910065,3938.21630859375,3
"01020401702048","01020401702",1,1,4736.44140625,4.36999988555908,6,0,0,71864,1960,130,73954,1.03400003910065,16923.11328125,5
"01020401702063","01020401702",1,1,4736.44140625,5.23999977111816,7,0,0,12631.2105712891,3890,180,16701.2109375,1.03400003910065,3187.25415039063,3
"01020401702078","01020401702",1,1,4736.44140625,5.48000001907349,6,0,0,17745.6842041016,3411,570,21726.68359375,1.03400003910065,3964.72338867188,3
"01020401702093","01020401702",1,1,4736.44140625,4.6399998664856,5,0,0,18532.3598632813,3183,180,21895.359375,1.03400003910065,4718.82763671875,4
"01020401702108","01020401702",1,1,4736.44140625,4.38000011444092,5,0,0,16388.6663818359,2747,181,19316.666015625,1.03400003910065,4410.19775390625,4
"01020401702123","01020401702",1,1,4736.44140625,1.83999991416931,2,0,0,7280,510,0,7790,1.03400003910065,4233.69580078125,4
"01020401702138","01020401702",1,1,4736.44140625,4.3600001335144,5,0,0,22385.0869140625,3410,450,26245.0859375,1.03400003910065,6019.51513671875,4
"01020401702149","01020401702",1,1,969.447082519531,2.6399998664856,3,0,0,16706.8568115234,5548,134,22388.857421875,1.03400003910065,8480.6279296875,5
"01020601301002","01020601301",1,1,3223.05908203125,0.819999992847443,1,0,0,5935.52612304688,1168,0,7103.5263671875,1.03400003910065,8662.8369140625,5
"01020601301018","01020601301",1,1,3223.05908203125,2.42000007629395,3,0,0,8855.05224609375,784,80,9719.052734375,1.03400003910065,4016.13745117188,3
"01020601301033","01020601301",1,1,3223.05908203125,4.1399998664856,5,0,0,20777.8773193359,2100,185,23062.876953125,1.03400003910065,5570.7431640625,4
"01020601301050","01020601301",1,1,3223.05908203125,6.71999979019165,8,0,0,17367.9990234375,2151,175,19694,1.03400003910065,2930.65478515625,2
"01020601301066","01020601301",1,1,3223.05908203125,2.53999996185303,3,0,0,12428,2106,135,14669,1.03400003910065,5775.19677734375,4
"01020601301081","01020601301",1,1,3223.05908203125,7.61999988555908,9,0,0,9979.21008300781,6911,156,17046.2109375,1.03400003910065,2237.03564453125,2
"01020601301097","01020601301",1,1,3223.05908203125,1.6599999666214,2,0,0,8179.05249023438,1074,0,9253.052734375,1.03400003910065,5574.12841796875,4
"01020601301112","01020601301",1,1,3223.05908203125,0.819999992847443,1,0,0,5961.5263671875,2444,0,8405.5263671875,1.03400003910065,10250.6416015625,5
"01020601301134","01020601301",1,1,3223.05908203125,0.819999992847443,1,0,0,3554.81591796875,462,0,4016.81591796875,1.03400003910065,4898.55615234375,4
"01020601301136","01020601301",1,1,175.166259765625,2.92000007629395,4,0,0,12740,5470,0,18210,1.03400003910065,6236.30126953125,5
"01020601301162","01020601301",1,1,3223.05908203125,6.17999982833862,9,0,0,12143.3681640625,4516,140,16799.3671875,1.03400003910065,2718.34423828125,2
"01020601301180","01020601301",1,1,175.166259765625,2.29999995231628,3,0,0,4368,3330,0,7698,1.03400003910065,3346.95654296875,3
"01020700101027","01020700101",1,0,1273.43322753906,4.65999984741211,6,0,0,12883,1570,225,14678,1.03400003910065,3149.78540039063,3
"01020700101057","01020700101",1,0,1273.43322753906,2.29999995231628,3,0,0,5099.12002563477,6084,0,11183.1201171875,1.03400003910065,4862.22607421875,4
"01020700101087","01020700101",1,0,1273.43322753906,3.92000007629395,5,0,0,13261.5599975586,2974,0,16235.5595703125,1.03400003910065,4141.72412109375,3
"01020700101117","01020700101",1,0,1273.43322753906,4.11999988555908,5,0,0,10491,1691,290,12472,1.03400003910065,3027.1845703125,2
"01020700101147","01020700101",1,0,1273.43322753906,2.09999990463257,2,0,0,9060.99975585938,5717,730,15508,1.03400003910065,7384.76220703125,5
"01020700101177","01020700101",1,0,1273.43322753906,2.42000007629395,3,0,0,23257,4578,0,27835,1.03400003910065,11502.0654296875,5
"01020700101207","01020700101",1,0,1273.43322753906,0.800000011920929,1,0,0,6487,1552,0,8039,1.03400003910065,10048.75,5
"01020700101237","01020700101",1,0,1273.43322753906,1.62000000476837,2,0,0,6565,9851,0,16416,1.03400003910065,10133.3330078125,5
"01020700101267","01020700101",1,0,1273.43322753906,2.53999996185303,3,0,0,11245,12940,118,24303,1.03400003910065,9568.1103515625,5
"01020700101297","01020700101",1,0,1273.43322753906,3.42000007629395,4,0,0,19201,2582,295,22078,1.03400003910065,6455.55517578125,5
"01020700101327","01020700101",1,0,1273.43322753906,3.14000010490417,4,0,0,10907,5280,68,16255,1.03400003910065,5176.75146484375,4
"01020700101357","01020700101",1,0,1273.43322753906,3.01999998092651,4,0,0,18759,7690,623,27072,1.03400003910065,8964.23828125,5
"01020800603004","01020800603",1,1,2945.6552734375,6.35999965667725,7,0,0,45464.8317871094,10612,338,56414.83203125,1.03400003910065,8870.2568359375,5
"01020800603019","01020800603",1,1,2945.6552734375,3.29999995231628,4,0,0,11059.0134277344,2802,235,14096.013671875,1.03400003910065,4271.51953125,4
"01020800603029","01020800603",1,1,2945.6552734375,4.5,6,0,0,5554.63989257813,2039,26,7619.6396484375,1.03400003910065,1693.25329589844,1
"01020800603034","01020800603",1,1,2945.6552734375,3.84000015258789,5,0,0,9932,1945,39,11916,1.03400003910065,3103.12475585938,2
"01020800603049","01020800603",1,1,2945.6552734375,7.48000001907349,9,0,0,13342.10546875,3329,296,16967.10546875,1.03400003910065,2268.32958984375,2
"01020800603064","01020800603",1,1,2945.6552734375,2.59999990463257,3,0,0,4279.052734375,1248,141,5668.052734375,1.03400003910065,2180.02026367188,1
"01020800603079","01020800603",1,1,2945.6552734375,5.77999973297119,7,0,0,10531.3684082031,1871,232,12634.3681640625,1.03400003910065,2185.876953125,1
"01020800603094","01020800603",1,1,2945.6552734375,1.89999997615814,2,0,0,4043.68420410156,832,0,4875.68408203125,1.03400003910065,2566.14965820313,2
"01020800603109","01020800603",1,1,2945.6552734375,0.819999992847443,1,0,0,3332.67999267578,962,0,4294.6796875,1.03400003910065,5237.4140625,4
"01020800603124","01020800603",1,1,2945.6552734375,4.38000011444092,5,0,0,5616,1850,172,7638,1.03400003910065,1743.83557128906,1
"01020800603140","01020800603",1,1,2945.6552734375,3.1399998664856,4,0,0,2756,377,0,3133,1.03400003910065,997.770751953125,1
"01020800603180","01020800603",1,1,364.069763183594,1.03999996185303,1,0,0,5928,7254,0,13182,1.03400003910065,12675,5
"01020900602006","01020900602",1,1,4160.09130859375,5.55999994277954,6,0,0,9230.00012207031,2140,160,11530,1.03400003910065,2073.74096679688,1
"01020900602024","01020900602",1,1,4160.09130859375,3.83999991416931,5,0,0,7028.66650390625,1368,140,8536.666015625,1.03400003910065,2223.09008789063,2
"01020900602043","01020900602",1,1,4160.09130859375,3.24000000953674,4,0,0,9836.66662597656,2178,29,12043.6669921875,1.03400003910065,3717.18115234375,3
"01020900602063","01020900602",1,1,4160.09130859375,5.23999977111816,6,0,0,7782.66662597656,3916,194,11892.666015625,1.03400003910065,2269.5927734375,2
"01020900602083","01020900602",1,1,4160.09130859375,6.69999980926514,8,0,0,10738,3350,217,14305,1.03400003910065,2135.07470703125,1
"01020900602091","01020900602",1,1,1492.85571289063,0.839999973773956,1,0,0,1720.33331298828,24,0,1744.33325195313,1.03400003910065,2076.58715820313,1
"01020900602104","01020900602",1,1,4160.09130859375,6.21999979019165,8,0,0,5252,1674,89,7015,1.03400003910065,1127.81359863281,1
"01020900602123","01020900602",1,1,4160.09130859375,5.32000017166138,7,0,0,6759.99987792969,1561,27,8348,1.03400003910065,1569.1728515625,1
"01020900602142","01020900602",1,1,4160.09130859375,1.51999998092651,2,0,0,5867.33319091797,892,0,6759.3330078125,1.03400003910065,4446.9296875,4
"01020900602162","01020900602",1,1,4160.09130859375,6.03999996185303,7,0,0,7966.40000915527,2112,144,10222.400390625,1.03400003910065,1692.45043945313,1
"01020900602172","01020900602",1,1,1492.85571289063,1.03999996185303,1,0,0,6479.20003509521,3454,0,9933.2001953125,1.03400003910065,9551.154296875,5
"01020900602182","01020900602",1,1,4160.09130859375,1.51999998092651,2,0,0,3627,981,29,4637,1.03400003910065,3050.65795898438,2
"01030100204003","01030100204",1,1,1425.53918457031,2.51999998092651,3,0,0,7787,2126,70,9983,1.03400003910065,3961.50805664063,3
"01030100204012","01030100204",1,1,1425.53918457031,5.98000001907349,7,0,0,11076,2316,400,13792,1.03400003910065,2306.3544921875,2
"01030100204013","01030100204",1,1,5312.15087890625,1.12999999523163,2,0,0,5806.6669921875,1152,0,6958.6669921875,1.03400003910065,6158.1123046875,5
"01030100204023","01030100204",1,1,1425.53918457031,1.57999992370605,2,0,0,8112,276,0,8388,1.03400003910065,5308.86083984375,4
"01030100204032","01030100204",1,1,1425.53918457031,4.6399998664856,6,0,0,9386,2914,550,12850,1.03400003910065,2769.39672851563,2
"01030100204047","01030100204",1,1,1425.53918457031,3.29999995231628,4,0,0,14404,5632,200,20236,1.03400003910065,6132.12109375,5
"01030100204091","01030100204",1,1,1425.53918457031,2.48000001907349,3,0,0,27066,4816,200,32082,1.03400003910065,12936.2900390625,5
"01030100204106","01030100204",1,1,5312.15087890625,0.800000011920929,1,0,0,5473,1508,5250,12231,1.03400003910065,15288.75,5
"01030100204129","01030100204",1,1,1425.53918457031,4.38000011444092,6,0,0,15704,7120,300,23124,1.03400003910065,5279.4521484375,4
"01030100204139","01030100204",1,1,1425.53918457031,1.6800000667572,2,0,0,8194.33337402344,870,120,9184.3330078125,1.03400003910065,5466.86474609375,4
"01030100204148","01030100204",1,1,1425.53918457031,2.8199999332428,3,0,0,11791,2501,150,14442,1.03400003910065,5121.27685546875,4
"01030100204157","01030100204",1,1,1425.53918457031,2.57999992370605,3,0,0,13676,936,160,14772,1.03400003910065,5725.58154296875,4
"01030300605002","01030300605",1,1,2626.85595703125,4.38000011444092,5,0,0,16800.3342895508,8388,400,25588.333984375,1.03400003910065,5842.08544921875,4
"01030300605014","01030300605",1,1,2626.85595703125,5.29999971389771,6,0,0,24977.3337402344,7652,800,33429.3359375,1.03400003910065,6307.42236328125,5
"01030300605027","01030300605",1,1,2626.85595703125,3.83999991416931,5,0,0,227226.989624023,3671,0,230897.984375,1.03400003910065,60129.68359375,5
"01030300605036","01030300605",1,1,1374.51770019531,4.34000015258789,6,0,0,11006.6667480469,6654,250,17910.66796875,1.03400003910065,4126.8818359375,3
"01030300605040","01030300605",1,1,2626.85595703125,7.05999994277954,8,0,0,35880.0003662109,12586,590,49056,1.03400003910065,6948.44189453125,5
"01030300605052","01030300605",1,1,2626.85595703125,7.84000015258789,10,0,0,29328,15256,120,44704,1.03400003910065,5702.04052734375,4
"01030300605066","01030300605",1,1,2626.85595703125,7.46000003814697,8,0,0,35178.0013427734,3982,200,39360,1.03400003910065,5276.13916015625,4
"01030300605078","01030300605",1,1,2626.85595703125,9.30000019073486,10,0,0,22828,11972,800,35600,1.03400003910065,3827.95703125,3
"01030300605100","01030300605",1,1,1374.51770019531,2.23000001907349,3,0,0,20540,3749,0,24289,1.03400003910065,10891.927734375,5
"01030300605107","01030300605",1,1,2626.85595703125,3.16000008583069,4,0,0,14092,13594,100,27786,1.03400003910065,8793.0380859375,5
"01030300605119","01030300605",1,1,2626.85595703125,2.79999995231628,3,0,0,10989.3334960938,5853,105,16947.333984375,1.03400003910065,6052.619140625,4
"01030300605131","01030300605",1,1,2626.85595703125,1.55999994277954,2,0,0,9160.66683959961,6640,200,16000.6669921875,1.03400003910065,10256.837890625,5
"01030400101001","01030400101",1,1,2422.92724609375,1.57999992370605,2,0,0,15868.6669616699,384,0,16252.6669921875,1.03400003910065,10286.4990234375,5
"01030400101014","01030400101",1,1,2422.92724609375,6.15999984741211,7,0,0,39111.5274658203,770,720,40601.52734375,1.03400003910065,6591.1572265625,5
"01030400101027","01030400101",1,1,2422.92724609375,2.44000005722046,3,0,0,8905.68426513672,874,95,9874.6845703125,1.03400003910065,4047.00170898438,3
"01030400101040","01030400101",1,1,2422.92724609375,2.38000011444092,3,0,0,13598.0002441406,710,85,14393,1.03400003910065,6047.478515625,4
