household_id,ea_id,saq14,pw_w5,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,s8q01,s8q02,s8q03,s8q04,s8q05,s8q06,s8q06a,s8q07,s8q07a,s8q08,s8q08a
020101010100104011,020101010100104,2. Urban,40.537723541259766,2. Afar,01,01,01,01,001,04,011,2,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104022,020101010100104,2. Urban,40.33983612060547,2. Afar,01,01,01,01,001,04,022,5,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104033,020101010100104,2. Urban,3993.643798828125,2. Afar,01,01,01,01,001,04,033,4,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104044,020101010100104,2. Urban,40.928653717041016,2. Afar,01,01,01,01,001,04,044,3,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104055,020101010100104,2. Urban,4175.61767578125,2. Afar,01,01,01,01,001,04,055,4,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104066,020101010100104,2. Urban,2112.083251953125,2. Afar,01,01,01,01,001,04,066,5,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104077,020101010100104,2. Urban,342.5464172363281,2. Afar,01,01,01,01,001,04,077,5,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104088,020101010100104,2. Urban,40.33983612060547,2. Afar,01,01,01,01,001,04,088,4,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104099,020101010100104,2. Urban,40.71596908569336,2. Afar,01,01,01,01,001,04,099,2,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104110,020101010100104,2. Urban,2535.89013671875,2. Afar,01,01,01,01,001,04,110,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020101010100104121,020101010100104,2. Urban,3993.643798828125,2. Afar,01,01,01,01,001,04,121,6,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104132,020101010100104,2. Urban,40.33983612060547,2. Afar,01,01,01,01,001,04,132,4,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101010100104143,020101010100104,2. Urban,40.71596908569336,2. Afar,01,01,01,01,001,04,143,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. Rarely (1 or 2 times),1. YES,2. Rarely (1 or 2 times),1. YES,2. Rarely (1 or 2 times)
020101010100104165,020101010100104,2. Urban,4408.689453125,2. Afar,01,01,01,01,001,04,165,3,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101088800704003,020101088800704,1. Rural,68.544952392578125,2. Afar,01,01,08,88,007,04,003,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101088800704007,020101088800704,1. Rural,1820.8941650390625,2. Afar,01,01,08,88,007,04,007,8,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101088800704011,020101088800704,1. Rural,2163.425537109375,2. Afar,01,01,08,88,007,04,011,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101088800704015,020101088800704,1. Rural,318.83819580078125,2. Afar,01,01,08,88,007,04,015,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101088800704019,020101088800704,1. Rural,4499.26611328125,2. Afar,01,01,08,88,007,04,019,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101088800704023,020101088800704,1. Rural,69.35108947753906,2. Afar,01,01,08,88,007,04,023,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101088800704027,020101088800704,1. Rural,4551.251953125,2. Afar,01,01,08,88,007,04,027,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101088800704031,020101088800704,1. Rural,70.437286376953125,2. Afar,01,01,08,88,007,04,031,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101088800704035,020101088800704,1. Rural,2921.6220703125,2. Afar,01,01,08,88,007,04,035,7,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020101088800704039,020101088800704,1. Rural,3772.04150390625,2. Afar,01,01,08,88,007,04,039,9,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020102010100103015,020102010100103,2. Urban,502.5141296386719,2. Afar,01,02,01,01,001,03,015,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020102010100103024,020102010100103,2. Urban,36.07170486450195,2. Afar,01,02,01,01,001,03,024,8,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,,2. NO,,2. NO,
020102010100103033,020102010100103,2. Urban,48.506317138671875,2. Afar,01,02,01,01,001,03,033,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020102010100103042,020102010100103,2. Urban,37.53123092651367,2. Afar,01,02,01,01,001,03,042,7,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020102010100103055,020102010100103,2. Urban,83.70677185058594,2. Afar,01,02,01,01,001,03,055,2,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020102010100103060,020102010100103,2. Urban,36.4195671081543,2. Afar,01,02,01,01,001,03,060,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020102010100103069,020102010100103,2. Urban,2861.32373046875,2. Afar,01,02,01,01,001,03,069,1,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,,1. YES,2. Rarely (1 or 2 times),2. NO,
020102010100103078,020102010100103,2. Urban,37.53123092651367,2. Afar,01,02,01,01,001,03,078,4,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020102010100103087,020102010100103,2. Urban,37.53123092651367,2. Afar,01,02,01,01,001,03,087,6,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,,1. YES,3. Sometimes (3-10 times),2. NO,
020102010100103096,020102010100103,2. Urban,36.2004280090332,2. Afar,01,02,01,01,001,03,096,10,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020102010100103105,020102010100103,2. Urban,81.5356674194336,2. Afar,01,02,01,01,001,03,105,2,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020102010100103123,020102010100103,2. Urban,39.62612533569336,2. Afar,01,02,01,01,001,03,123,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020102010100103132,020102010100103,2. Urban,3553.666259765625,2. Afar,01,02,01,01,001,03,132,2,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,3. Sometimes (3-10 times),2. NO,
020103010100203017,020103010100203,2. Urban,622.30712890625,2. Afar,01,03,01,01,002,03,017,2,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,,2. NO,,2. NO,
020103010100203035,020103010100203,2. Urban,1649.929443359375,2. Afar,01,03,01,01,002,03,035,5,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103010100203071,020103010100203,2. Urban,74.15486907958984,2. Afar,01,03,01,01,002,03,071,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103010100203089,020103010100203,2. Urban,60.579124450683594,2. Afar,01,03,01,01,002,03,089,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103010100203107,020103010100203,2. Urban,670.59930419921875,2. Afar,01,03,01,01,002,03,107,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103010100203125,020103010100203,2. Urban,57.37651443481445,2. Afar,01,03,01,01,002,03,125,2,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,3. Sometimes (3-10 times),1. YES,3. Sometimes (3-10 times),1. YES,3. Sometimes (3-10 times)
020103010100203143,020103010100203,2. Urban,5432.728515625,2. Afar,01,03,01,01,002,03,143,4,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103010100203162,020103010100203,2. Urban,4917.0712890625,2. Afar,01,03,01,01,002,03,162,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103010100203179,020103010100203,2. Urban,127.96817016601562,2. Afar,01,03,01,01,002,03,179,5,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,2. Rarely (1 or 2 times),2. NO,
020103010100203215,020103010100203,2. Urban,57.37651443481445,2. Afar,01,03,01,01,002,03,215,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103010100203251,020103010100203,2. Urban,54.87604522705078,2. Afar,01,03,01,01,002,03,251,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103010100203269,020103010100203,2. Urban,5512.02685546875,2. Afar,01,03,01,01,002,03,269,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088800401013,020103088800401,1. Rural,110.91178894042969,2. Afar,01,03,08,88,004,01,013,8,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088800401017,020103088800401,1. Rural,2694.771728515625,2. Afar,01,03,08,88,004,01,017,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088800401026,020103088800401,1. Rural,691.77545166015625,2. Afar,01,03,08,88,004,01,026,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088800401036,020103088800401,1. Rural,5456.68310546875,2. Afar,01,03,08,88,004,01,036,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088800401044,020103088800401,1. Rural,5542.990234375,2. Afar,01,03,08,88,004,01,044,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088800401052,020103088800401,1. Rural,1335.25341796875,2. Afar,01,03,08,88,004,01,052,9,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,1. YES,2. Rarely (1 or 2 times),2. NO,
020103088800401061,020103088800401,1. Rural,147.05487060546875,2. Afar,01,03,08,88,004,01,061,8,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020103088800401069,020103088800401,1. Rural,145.69761657714844,2. Afar,01,03,08,88,004,01,069,6,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,1. YES,2. Rarely (1 or 2 times),2. NO,
020103088800401077,020103088800401,1. Rural,5091.2275390625,2. Afar,01,03,08,88,004,01,077,3,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020103088800401085,020103088800401,1. Rural,152.10821533203125,2. Afar,01,03,08,88,004,01,085,13,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020103088800401088,020103088800401,1. Rural,10222.734375,2. Afar,01,03,08,88,004,01,088,11,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,1. YES,2. Rarely (1 or 2 times),2. NO,
020103088800401094,020103088800401,1. Rural,1567.623046875,2. Afar,01,03,08,88,004,01,094,6,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088801102009,020103088801102,1. Rural,4595.3291015625,2. Afar,01,03,08,88,011,02,009,7,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088801102019,020103088801102,1. Rural,4246.05224609375,2. Afar,01,03,08,88,011,02,019,5,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. Rarely (1 or 2 times),2. NO,,2. NO,
020103088801102029,020103088801102,1. Rural,3622.3984375,2. Afar,01,03,08,88,011,02,029,9,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088801102039,020103088801102,1. Rural,4872.716796875,2. Afar,01,03,08,88,011,02,039,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088801102049,020103088801102,1. Rural,8136.34375,2. Afar,01,03,08,88,011,02,049,7,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088801102059,020103088801102,1. Rural,604.3109130859375,2. Afar,01,03,08,88,011,02,059,4,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020103088801102069,020103088801102,1. Rural,130.01187133789062,2. Afar,01,03,08,88,011,02,069,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088801102079,020103088801102,1. Rural,128.34942626953125,2. Afar,01,03,08,88,011,02,079,5,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020103088801102089,020103088801102,1. Rural,610.2215576171875,2. Afar,01,03,08,88,011,02,089,8,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020103088801102099,020103088801102,1. Rural,858.95758056640625,2. Afar,01,03,08,88,011,02,099,9,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,2. NO,,2. NO,
020105088801412004,020105088801412,1. Rural,1729.679443359375,2. Afar,01,05,08,88,014,12,004,6,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020105088801412018,020105088801412,1. Rural,24.457136154174805,2. Afar,01,05,08,88,014,12,018,7,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020105088801412032,020105088801412,1. Rural,1357.0137939453125,2. Afar,01,05,08,88,014,12,032,5,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020105088801412046,020105088801412,1. Rural,24.689773559570312,2. Afar,01,05,08,88,014,12,046,3,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020105088801412060,020105088801412,1. Rural,126.54491424560547,2. Afar,01,05,08,88,014,12,060,6,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020105088801412074,020105088801412,1. Rural,45.40897750854492,2. Afar,01,05,08,88,014,12,074,5,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020105088801412088,020105088801412,1. Rural,1152.141845703125,2. Afar,01,05,08,88,014,12,088,7,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020105088801412102,020105088801412,1. Rural,25.369895935058594,2. Afar,01,05,08,88,014,12,102,6,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020105088801412116,020105088801412,1. Rural,24.611806869506836,2. Afar,01,05,08,88,014,12,116,5,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020105088801412132,020105088801412,1. Rural,1375.9952392578125,2. Afar,01,05,08,88,014,12,132,5,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020105088801412164,020105088801412,1. Rural,770.91790771484375,2. Afar,01,05,08,88,014,12,164,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020105088801412181,020105088801412,1. Rural,5838.716796875,2. Afar,01,05,08,88,014,12,181,3,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106010100102007,020106010100102,2. Urban,40.82943344116211,2. Afar,01,06,01,01,001,02,007,5,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106010100102017,020106010100102,2. Urban,86.2486572265625,2. Afar,01,06,01,01,001,02,017,1,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,98. Don’t Know,1. YES,98. Don’t Know,2. NO,
020106010100102037,020106010100102,2. Urban,3661.57861328125,2. Afar,01,06,01,01,001,02,037,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106010100102047,020106010100102,2. Urban,1895.4259033203125,2. Afar,01,06,01,01,001,02,047,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106010100102057,020106010100102,2. Urban,86.2486572265625,2. Afar,01,06,01,01,001,02,057,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106010100102067,020106010100102,2. Urban,40.82943344116211,2. Afar,01,06,01,01,001,02,067,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106010100102097,020106010100102,2. Urban,49.97928237915039,2. Afar,01,06,01,01,001,02,097,2,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106010100102107,020106010100102,2. Urban,40.82943344116211,2. Afar,01,06,01,01,001,02,107,3,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,1. YES,3. Sometimes (3-10 times),2. NO,
020106010100102127,020106010100102,2. Urban,3278.79052734375,2. Afar,01,06,01,01,001,02,127,5,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106010100102137,020106010100102,2. Urban,49.97928237915039,2. Afar,01,06,01,01,001,02,137,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106010100102147,020106010100102,2. Urban,40.82943344116211,2. Afar,01,06,01,01,001,02,147,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106088801201012,020106088801201,1. Rural,1967.67138671875,2. Afar,01,06,08,88,012,01,012,8,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,,2. NO,,2. NO,
020106088801201024,020106088801201,1. Rural,5346.86083984375,2. Afar,01,06,08,88,012,01,024,5,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. Rarely (1 or 2 times),1. YES,2. Rarely (1 or 2 times),2. NO,
020106088801201036,020106088801201,1. Rural,352.6656494140625,2. Afar,01,06,08,88,012,01,036,8,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,2. NO,,2. NO,
020106088801201048,020106088801201,1. Rural,341.27386474609375,2. Afar,01,06,08,88,012,01,048,5,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020106088801201060,020106088801201,1. Rural,2805.864990234375,2. Afar,01,06,08,88,012,01,060,9,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. Rarely (1 or 2 times),2. NO,,2. NO,
020106088801201072,020106088801201,1. Rural,743.43402099609375,2. Afar,01,06,08,88,012,01,072,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. Rarely (1 or 2 times),1. YES,2. Rarely (1 or 2 times),2. NO,
020106088801201096,020106088801201,1. Rural,355.8103332519531,2. Afar,01,06,08,88,012,01,096,4,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. Rarely (1 or 2 times),2. NO,,2. NO,
020106088801201108,020106088801201,1. Rural,345.010009765625,2. Afar,01,06,08,88,012,01,108,7,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,2. NO,,1. YES,2. Rarely (1 or 2 times)
020106088801201120,020106088801201,1. Rural,4681.00537109375,2. Afar,01,06,08,88,012,01,120,7,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,2. NO,,2. NO,
020108088800804002,020108088800804,1. Rural,398.4891052246094,2. Afar,01,08,08,88,008,04,002,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020108088800804004,020108088800804,1. Rural,851.17095947265625,2. Afar,01,08,08,88,008,04,004,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020108088800804006,020108088800804,1. Rural,1853.07568359375,2. Afar,01,08,08,88,008,04,006,9,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020108088800804008,020108088800804,1. Rural,44.83842086791992,2. Afar,01,08,08,88,008,04,008,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020108088800804010,020108088800804,1. Rural,1519.010498046875,2. Afar,01,08,08,88,008,04,010,9,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020108088800804012,020108088800804,1. Rural,46.05253601074219,2. Afar,01,08,08,88,008,04,012,10,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020108088800804014,020108088800804,1. Rural,1331.0439453125,2. Afar,01,08,08,88,008,04,014,7,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020108088800804016,020108088800804,1. Rural,2155.03515625,2. Afar,01,08,08,88,008,04,016,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020108088800804018,020108088800804,1. Rural,2810.304931640625,2. Afar,01,08,08,88,008,04,018,8,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020108088800804020,020108088800804,1. Rural,96.27146911621094,2. Afar,01,08,08,88,008,04,020,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301020100111006,020301020100111,2. Urban,1376.8602294921875,2. Afar,03,01,02,01,001,11,006,3,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020301020100111023,020301020100111,2. Urban,1094.8924560546875,2. Afar,03,01,02,01,001,11,023,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301020100111040,020301020100111,2. Urban,73.177825927734375,2. Afar,03,01,02,01,001,11,040,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,2. Rarely (1 or 2 times),1. YES,2. Rarely (1 or 2 times)
020301020100111057,020301020100111,2. Urban,2637.74169921875,2. Afar,03,01,02,01,001,11,057,2,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301020100111074,020301020100111,2. Urban,114.7381591796875,2. Afar,03,01,02,01,001,11,074,7,2. NO,2. NO,1. YES,1. YES,1. YES,2. NO,,1. YES,4. Often (more than 10 times),2. NO,
020301020100111091,020301020100111,2. Urban,69.309173583984375,2. Afar,03,01,02,01,001,11,091,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020301020100111108,020301020100111,2. Urban,73.177825927734375,2. Afar,03,01,02,01,001,11,108,1,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,1. YES,3. Sometimes (3-10 times),2. NO,
020301020100111159,020301020100111,2. Urban,66.2886734008789,2. Afar,03,01,02,01,001,11,159,5,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301020100111176,020301020100111,2. Urban,1627.538818359375,2. Afar,03,01,02,01,001,11,176,3,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020301020100111193,020301020100111,2. Urban,178.6126251220703,2. Afar,03,01,02,01,001,11,193,2,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,1. YES,3. Sometimes (3-10 times),2. NO,
020301020100111210,020301020100111,2. Urban,1062.9285888671875,2. Afar,03,01,02,01,001,11,210,3,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301020100111244,020301020100111,2. Urban,11162.0478515625,2. Afar,03,01,02,01,001,11,244,1,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,,2. NO,,2. NO,
020301088800303013,020301088800303,1. Rural,967.9482421875,2. Afar,03,01,08,88,003,03,013,11,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301088800303029,020301088800303,1. Rural,2443.72216796875,2. Afar,03,01,08,88,003,03,029,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301088800303045,020301088800303,1. Rural,236.23797607421875,2. Afar,03,01,08,88,003,03,045,9,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301088800303061,020301088800303,1. Rural,236.64634704589844,2. Afar,03,01,08,88,003,03,061,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301088800303077,020301088800303,1. Rural,3237.52734375,2. Afar,03,01,08,88,003,03,077,8,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301088800303093,020301088800303,1. Rural,2951.641357421875,2. Afar,03,01,08,88,003,03,093,8,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301088800303109,020301088800303,1. Rural,8249.9033203125,2. Afar,03,01,08,88,003,03,109,7,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301088800303141,020301088800303,1. Rural,235.69515991210937,2. Afar,03,01,08,88,003,03,141,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020301088800303157,020301088800303,1. Rural,7580.13232421875,2. Afar,03,01,08,88,003,03,157,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020302088800306006,020302088800306,1. Rural,717.69183349609375,2. Afar,03,02,08,88,003,06,006,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020302088800306014,020302088800306,1. Rural,773.92889404296875,2. Afar,03,02,08,88,003,06,014,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020302088800306032,020302088800306,1. Rural,1894.568115234375,2. Afar,03,02,08,88,003,06,032,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020302088800306049,020302088800306,1. Rural,35.39899826049805,2. Afar,03,02,08,88,003,06,049,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020302088800306064,020302088800306,1. Rural,1368.86279296875,2. Afar,03,02,08,88,003,06,064,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020302088800306075,020302088800306,1. Rural,4599.3681640625,2. Afar,03,02,08,88,003,06,075,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020302088800306076,020302088800306,1. Rural,3019.88671875,2. Afar,03,02,08,88,003,06,076,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020302088800306082,020302088800306,1. Rural,37.148563385009766,2. Afar,03,02,08,88,003,06,082,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020302088800306088,020302088800306,1. Rural,1059.142578125,2. Afar,03,02,08,88,003,06,088,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020302088800306094,020302088800306,1. Rural,967.781494140625,2. Afar,03,02,08,88,003,06,094,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020303020100103023,020303020100103,2. Urban,4369.39111328125,2. Afar,03,03,02,01,001,03,023,5,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
020303020100103049,020303020100103,2. Urban,2616.0263671875,2. Afar,03,03,02,01,001,03,049,3,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
